sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics,sample_id_source,metadata_source,matrix_sample_id,source_column,condition_detail,condition_family,header_tissue_raw,header_condition_clean,match_key,tile_sample_id,matrix_sample_id_crosswalk,source_column_crosswalk,match_key_crosswalk,gsm_sample_id,run_accession,experiment_accession,sample_accession,biosample,replicate_token,replicate_order,local_fastq_complete,mapping_status,mapping_confidence,raw_group_count,header_group_count,age_weeks_crosswalk,tissue_crosswalk,sex_crosswalk,condition_family_crosswalk,condition_detail_crosswalk,raw_experiment_title,gsm_crosswalk_status
GSE60012_tile_022,GSE60012 synthetic Liver_M_28w_old_castration,196.0,28.0,28.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_022_Liver_M_28w_old_castration | source_column: Liver_M_28w_old_castration | condition_detail: old_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_022_Liver_M_28w_old_castration,Liver_M_28w_old_castration,old_castration,old_castration,Liver,old_castration,liver|M|28w|old_castration,GSE60012_tile_022,GSE60012_tile_022_Liver_M_28w_old_castration,Liver_M_28w_old_castration,liver|M|28w|old_castration,GSM1463721,SRR1534569,SRX668050,SRS672538,SAMN02950334,103,103,True,mapped,exact_group_count_ordered,8,8,28.0,liver,M,old_castration,old_castration,GSM1463721: RRBS_103_Mouse_Liver_M_28w_old_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_023,GSE60012 synthetic Liver_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_023_Liver_M_20w_young_castrated | source_column: Liver_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_023_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,young_castrated,young_castrated,Liver,young_castrated,liver|M|20w|young_castrated,GSE60012_tile_023,GSE60012_tile_023_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,liver|M|20w|young_castrated,GSM1463758,SRR1534606,SRX668087,SRS672575,SAMN02950249,136,136,True,mapped,exact_group_count_ordered,5,5,20.0,liver,M,young_castrated,young_castrated,GSM1463758: RRBS_136_Mouse_Liver_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_024,GSE60012 synthetic Muscle_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_024_Muscle_M_20w_young_castrated | source_column: Muscle_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_024_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,young_castrated,young_castrated,Muscle,young_castrated,muscle|M|20w|young_castrated,GSE60012_tile_024,GSE60012_tile_024_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,muscle|M|20w|young_castrated,GSM1463792,SRR1534640,SRX668121,SRS672610,SAMN02950223,141,141,False,mapped,exact_group_count_ordered,5,5,20.0,muscle,M,young_castrated,young_castrated,GSM1463792: RRBS_141_Mouse_Muscle_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_025,GSE60012 synthetic Liver_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_025_Liver_M_20w_young_castrated | source_column: Liver_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_025_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,young_castrated,young_castrated,Liver,young_castrated,liver|M|20w|young_castrated,GSE60012_tile_025,GSE60012_tile_025_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,liver|M|20w|young_castrated,GSM1463759,SRR1534607,SRX668088,SRS672578,SAMN02950250,137,137,True,mapped,exact_group_count_ordered,5,5,20.0,liver,M,young_castrated,young_castrated,GSM1463759: RRBS_137_Mouse_Liver_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_026,GSE60012 synthetic Muscle_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_026_Muscle_M_20w_young_castrated | source_column: Muscle_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_026_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,young_castrated,young_castrated,Muscle,young_castrated,muscle|M|20w|young_castrated,GSE60012_tile_026,GSE60012_tile_026_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,muscle|M|20w|young_castrated,GSM1463793,SRR1534641,SRX668122,SRS672611,SAMN02950224,142,142,False,mapped,exact_group_count_ordered,5,5,20.0,muscle,M,young_castrated,young_castrated,GSM1463793: RRBS_142_Mouse_Muscle_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_027,GSE60012 synthetic Liver_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_027_Liver_M_20w_young_castrated | source_column: Liver_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_027_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,young_castrated,young_castrated,Liver,young_castrated,liver|M|20w|young_castrated,GSE60012_tile_027,GSE60012_tile_027_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,liver|M|20w|young_castrated,GSM1463760,SRR1534608,SRX668089,SRS672577,SAMN02950251,138,138,False,mapped,exact_group_count_ordered,5,5,20.0,liver,M,young_castrated,young_castrated,GSM1463760: RRBS_138_Mouse_Liver_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_028,GSE60012 synthetic Muscle_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_028_Muscle_M_20w_young_castrated | source_column: Muscle_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_028_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,young_castrated,young_castrated,Muscle,young_castrated,muscle|M|20w|young_castrated,GSE60012_tile_028,GSE60012_tile_028_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,muscle|M|20w|young_castrated,GSM1463794,SRR1534642,SRX668123,SRS672612,SAMN02950225,143,143,False,mapped,exact_group_count_ordered,5,5,20.0,muscle,M,young_castrated,young_castrated,GSM1463794: RRBS_143_Mouse_Muscle_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_029,GSE60012 synthetic Liver_M_20w_young_control_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_029_Liver_M_20w_young_control_castrated | source_column: Liver_M_20w_young_control_castrated | condition_detail: young_control_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_029_Liver_M_20w_young_control_castrated,Liver_M_20w_young_control_castrated,young_control_castrated,young_control_castrated,Liver,young_control_castrated,liver|M|20w|young_control_castrated,GSE60012_tile_029,GSE60012_tile_029_Liver_M_20w_young_control_castrated,Liver_M_20w_young_control_castrated,liver|M|20w|young_control_castrated,GSM1463763,SRR1534611,SRX668092,SRS672582,SAMN02950254,146,146,False,mapped,exact_group_count_ordered,4,4,20.0,liver,M,young_control_castrated,young_control_castrated,GSM1463763: RRBS_146_Mouse_Liver_M_20w_young_control_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_030,GSE60012 synthetic Muscle_M_20w_young_control_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_030_Muscle_M_20w_young_control_castrated | source_column: Muscle_M_20w_young_control_castrated | condition_detail: young_control_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_030_Muscle_M_20w_young_control_castrated,Muscle_M_20w_young_control_castrated,young_control_castrated,young_control_castrated,Muscle,young_control_castrated,muscle|M|20w|young_control_castrated,GSE60012_tile_030,GSE60012_tile_030_Muscle_M_20w_young_control_castrated,Muscle_M_20w_young_control_castrated,muscle|M|20w|young_control_castrated,GSM1463797,SRR1534645,SRX668126,SRS672615,SAMN02950228,150,150,False,mapped,exact_group_count_ordered,4,4,20.0,muscle,M,young_control_castrated,young_control_castrated,GSM1463797: RRBS_150_Mouse_Muscle_M_20w_young_control_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_031,GSE60012 synthetic Liver_M_20w_young_control_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_031_Liver_M_20w_young_control_castrated | source_column: Liver_M_20w_young_control_castrated | condition_detail: young_control_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_031_Liver_M_20w_young_control_castrated,Liver_M_20w_young_control_castrated,young_control_castrated,young_control_castrated,Liver,young_control_castrated,liver|M|20w|young_control_castrated,GSE60012_tile_031,GSE60012_tile_031_Liver_M_20w_young_control_castrated,Liver_M_20w_young_control_castrated,liver|M|20w|young_control_castrated,GSM1463764,SRR1534612,SRX668093,SRS672581,SAMN02950255,147,147,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,young_control_castrated,young_control_castrated,GSM1463764: RRBS_147_Mouse_Liver_M_20w_young_control_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_032,GSE60012 synthetic Muscle_M_20w_young_control_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_032_Muscle_M_20w_young_control_castrated | source_column: Muscle_M_20w_young_control_castrated | condition_detail: young_control_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_032_Muscle_M_20w_young_control_castrated,Muscle_M_20w_young_control_castrated,young_control_castrated,young_control_castrated,Muscle,young_control_castrated,muscle|M|20w|young_control_castrated,GSE60012_tile_032,GSE60012_tile_032_Muscle_M_20w_young_control_castrated,Muscle_M_20w_young_control_castrated,muscle|M|20w|young_control_castrated,GSM1463798,SRR1534646,SRX668127,SRS672616,SAMN02950229,151,151,False,mapped,exact_group_count_ordered,4,4,20.0,muscle,M,young_control_castrated,young_control_castrated,GSM1463798: RRBS_151_Mouse_Muscle_M_20w_young_control_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_033,GSE60012 synthetic Liver_M_20w_young_control_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_033_Liver_M_20w_young_control_castrated | source_column: Liver_M_20w_young_control_castrated | condition_detail: young_control_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_033_Liver_M_20w_young_control_castrated,Liver_M_20w_young_control_castrated,young_control_castrated,young_control_castrated,Liver,young_control_castrated,liver|M|20w|young_control_castrated,GSE60012_tile_033,GSE60012_tile_033_Liver_M_20w_young_control_castrated,Liver_M_20w_young_control_castrated,liver|M|20w|young_control_castrated,GSM1463765,SRR1534613,SRX668094,SRS672584,SAMN02950256,148,148,False,mapped,exact_group_count_ordered,4,4,20.0,liver,M,young_control_castrated,young_control_castrated,GSM1463765: RRBS_148_Mouse_Liver_M_20w_young_control_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_034,GSE60012 synthetic Muscle_M_20w_young_control_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_034_Muscle_M_20w_young_control_castrated | source_column: Muscle_M_20w_young_control_castrated | condition_detail: young_control_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_034_Muscle_M_20w_young_control_castrated,Muscle_M_20w_young_control_castrated,young_control_castrated,young_control_castrated,Muscle,young_control_castrated,muscle|M|20w|young_control_castrated,GSE60012_tile_034,GSE60012_tile_034_Muscle_M_20w_young_control_castrated,Muscle_M_20w_young_control_castrated,muscle|M|20w|young_control_castrated,GSM1463799,SRR1534647,SRX668128,SRS672617,SAMN02950230,152,152,False,mapped,exact_group_count_ordered,4,4,20.0,muscle,M,young_control_castrated,young_control_castrated,GSM1463799: RRBS_152_Mouse_Muscle_M_20w_young_control_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_035,GSE60012 synthetic Liver_M_20w_young_control_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_035_Liver_M_20w_young_control_castrated | source_column: Liver_M_20w_young_control_castrated | condition_detail: young_control_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_035_Liver_M_20w_young_control_castrated,Liver_M_20w_young_control_castrated,young_control_castrated,young_control_castrated,Liver,young_control_castrated,liver|M|20w|young_control_castrated,GSE60012_tile_035,GSE60012_tile_035_Liver_M_20w_young_control_castrated,Liver_M_20w_young_control_castrated,liver|M|20w|young_control_castrated,GSM1463766,SRR1534614,SRX668095,SRS672583,SAMN02950257,149,149,False,mapped,exact_group_count_ordered,4,4,20.0,liver,M,young_control_castrated,young_control_castrated,GSM1463766: RRBS_149_Mouse_Liver_M_20w_young_control_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_036,GSE60012 synthetic Muscle_M_20w_young_control_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_036_Muscle_M_20w_young_control_castrated | source_column: Muscle_M_20w_young_control_castrated | condition_detail: young_control_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_036_Muscle_M_20w_young_control_castrated,Muscle_M_20w_young_control_castrated,young_control_castrated,young_control_castrated,Muscle,young_control_castrated,muscle|M|20w|young_control_castrated,GSE60012_tile_036,GSE60012_tile_036_Muscle_M_20w_young_control_castrated,Muscle_M_20w_young_control_castrated,muscle|M|20w|young_control_castrated,GSM1463800,SRR1534648,SRX668129,SRS672618,SAMN02950231,153,153,False,mapped,exact_group_count_ordered,4,4,20.0,muscle,M,young_control_castrated,young_control_castrated,GSM1463800: RRBS_153_Mouse_Muscle_M_20w_young_control_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_037,GSE60012 synthetic Liver_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_037_Liver_M_20w_young_castrated | source_column: Liver_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_037_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,young_castrated,young_castrated,Liver,young_castrated,liver|M|20w|young_castrated,GSE60012_tile_037,GSE60012_tile_037_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,liver|M|20w|young_castrated,GSM1463761,SRR1534609,SRX668090,SRS672579,SAMN02950252,139,139,False,mapped,exact_group_count_ordered,5,5,20.0,liver,M,young_castrated,young_castrated,GSM1463761: RRBS_139_Mouse_Liver_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_038,GSE60012 synthetic Muscle_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_038_Muscle_M_20w_young_castrated | source_column: Muscle_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_038_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,young_castrated,young_castrated,Muscle,young_castrated,muscle|M|20w|young_castrated,GSE60012_tile_038,GSE60012_tile_038_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,muscle|M|20w|young_castrated,GSM1463795,SRR1534643,SRX668124,SRS672613,SAMN02950226,144,144,False,mapped,exact_group_count_ordered,5,5,20.0,muscle,M,young_castrated,young_castrated,GSM1463795: RRBS_144_Mouse_Muscle_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_039,GSE60012 synthetic Liver_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_039_Liver_M_20w_young_castrated | source_column: Liver_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_039_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,young_castrated,young_castrated,Liver,young_castrated,liver|M|20w|young_castrated,GSE60012_tile_039,GSE60012_tile_039_Liver_M_20w_young_castrated,Liver_M_20w_young_castrated,liver|M|20w|young_castrated,GSM1463762,SRR1534610,SRX668091,SRS672580,SAMN02950253,140,140,False,mapped,exact_group_count_ordered,5,5,20.0,liver,M,young_castrated,young_castrated,GSM1463762: RRBS_140_Mouse_Liver_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_040,GSE60012 synthetic Muscle_M_20w_young_castrated,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,muscle,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Muscle,matrix_sample_id: GSE60012_tile_040_Muscle_M_20w_young_castrated | source_column: Muscle_M_20w_young_castrated | condition_detail: young_castrated,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_040_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,young_castrated,young_castrated,Muscle,young_castrated,muscle|M|20w|young_castrated,GSE60012_tile_040,GSE60012_tile_040_Muscle_M_20w_young_castrated,Muscle_M_20w_young_castrated,muscle|M|20w|young_castrated,GSM1463796,SRR1534644,SRX668125,SRS672614,SAMN02950227,145,145,False,mapped,exact_group_count_ordered,5,5,20.0,muscle,M,young_castrated,young_castrated,GSM1463796: RRBS_145_Mouse_Muscle_M_20w_young_castrated; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_041,GSE60012 synthetic Liver_M_20w_testosterone_control,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_041_Liver_M_20w_testosterone_control | source_column: Liver_M_20w_testosterone_control | condition_detail: testosterone_control,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_041_Liver_M_20w_testosterone_control,Liver_M_20w_testosterone_control,testosterone_control,testosterone_control,Liver,testosterone_control,liver|M|20w|testosterone_control,GSE60012_tile_041,GSE60012_tile_041_Liver_M_20w_testosterone_control,Liver_M_20w_testosterone_control,liver|M|20w|testosterone_control,GSM1463748,SRR1534596,SRX668077,SRS672565,SAMN02950301,126,126,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,testosterone_control,testosterone_control,GSM1463748: RRBS_126_Mouse_Liver_M_20w_testosterone_control; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_042,GSE60012 synthetic Liver_M_20w_testosterone_control,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_042_Liver_M_20w_testosterone_control | source_column: Liver_M_20w_testosterone_control | condition_detail: testosterone_control,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_042_Liver_M_20w_testosterone_control,Liver_M_20w_testosterone_control,testosterone_control,testosterone_control,Liver,testosterone_control,liver|M|20w|testosterone_control,GSE60012_tile_042,GSE60012_tile_042_Liver_M_20w_testosterone_control,Liver_M_20w_testosterone_control,liver|M|20w|testosterone_control,GSM1463749,SRR1534597,SRX668078,SRS672567,SAMN02950302,127,127,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,testosterone_control,testosterone_control,GSM1463749: RRBS_127_Mouse_Liver_M_20w_testosterone_control; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_043,GSE60012 synthetic Liver_M_20w_testosterone_control,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_043_Liver_M_20w_testosterone_control | source_column: Liver_M_20w_testosterone_control | condition_detail: testosterone_control,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_043_Liver_M_20w_testosterone_control,Liver_M_20w_testosterone_control,testosterone_control,testosterone_control,Liver,testosterone_control,liver|M|20w|testosterone_control,GSE60012_tile_043,GSE60012_tile_043_Liver_M_20w_testosterone_control,Liver_M_20w_testosterone_control,liver|M|20w|testosterone_control,GSM1463750,SRR1534598,SRX668079,SRS672568,SAMN02950303,128,128,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,testosterone_control,testosterone_control,GSM1463750: RRBS_128_Mouse_Liver_M_20w_testosterone_control; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_044,GSE60012 synthetic Liver_M_20w_testosterone,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_044_Liver_M_20w_testosterone | source_column: Liver_M_20w_testosterone | condition_detail: testosterone,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_044_Liver_M_20w_testosterone,Liver_M_20w_testosterone,testosterone,testosterone,Liver,testosterone,liver|M|20w|testosterone,GSE60012_tile_044,GSE60012_tile_044_Liver_M_20w_testosterone,Liver_M_20w_testosterone,liver|M|20w|testosterone,GSM1463738,SRR1534586,SRX668067,SRS672556,SAMN02950291,116,116,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,testosterone,testosterone,GSM1463738: RRBS_116_Mouse_Liver_M_20w_testosterone; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_045,GSE60012 synthetic Liver_M_20w_testosterone,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_045_Liver_M_20w_testosterone | source_column: Liver_M_20w_testosterone | condition_detail: testosterone,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_045_Liver_M_20w_testosterone,Liver_M_20w_testosterone,testosterone,testosterone,Liver,testosterone,liver|M|20w|testosterone,GSE60012_tile_045,GSE60012_tile_045_Liver_M_20w_testosterone,Liver_M_20w_testosterone,liver|M|20w|testosterone,GSM1463739,SRR1534587,SRX668068,SRS672557,SAMN02950292,117,117,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,testosterone,testosterone,GSM1463739: RRBS_117_Mouse_Liver_M_20w_testosterone; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_046,GSE60012 synthetic Liver_M_20w_testosterone,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_046_Liver_M_20w_testosterone | source_column: Liver_M_20w_testosterone | condition_detail: testosterone,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_046_Liver_M_20w_testosterone,Liver_M_20w_testosterone,testosterone,testosterone,Liver,testosterone,liver|M|20w|testosterone,GSE60012_tile_046,GSE60012_tile_046_Liver_M_20w_testosterone,Liver_M_20w_testosterone,liver|M|20w|testosterone,GSM1463740,SRR1534588,SRX668069,SRS672558,SAMN02950293,118,118,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,testosterone,testosterone,GSM1463740: RRBS_118_Mouse_Liver_M_20w_testosterone; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_047,GSE60012 synthetic Liver_M_20w_testosterone_control,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_047_Liver_M_20w_testosterone_control | source_column: Liver_M_20w_testosterone_control | condition_detail: testosterone_control,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_047_Liver_M_20w_testosterone_control,Liver_M_20w_testosterone_control,testosterone_control,testosterone_control,Liver,testosterone_control,liver|M|20w|testosterone_control,GSE60012_tile_047,GSE60012_tile_047_Liver_M_20w_testosterone_control,Liver_M_20w_testosterone_control,liver|M|20w|testosterone_control,GSM1463751,SRR1534599,SRX668080,SRS672569,SAMN02950304,129,129,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,testosterone_control,testosterone_control,GSM1463751: RRBS_129_Mouse_Liver_M_20w_testosterone_control; Mus musculus; Bisulfite-Seq,mapped
