sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics,sample_id_source,metadata_source,matrix_sample_id,source_column,condition_detail,condition_family,header_tissue_raw,header_condition_clean,match_key,tile_sample_id,matrix_sample_id_crosswalk,source_column_crosswalk,match_key_crosswalk,gsm_sample_id,run_accession,experiment_accession,sample_accession,biosample,replicate_token,replicate_order,local_fastq_complete,mapping_status,mapping_confidence,raw_group_count,header_group_count,age_weeks_crosswalk,tissue_crosswalk,sex_crosswalk,condition_family_crosswalk,condition_detail_crosswalk,raw_experiment_title,gsm_crosswalk_status
GSE60012_tile_048,GSE60012 synthetic Liver_M_20w_testosterone,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_048_Liver_M_20w_testosterone | source_column: Liver_M_20w_testosterone | condition_detail: testosterone,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_048_Liver_M_20w_testosterone,Liver_M_20w_testosterone,testosterone,testosterone,Liver,testosterone,liver|M|20w|testosterone,GSE60012_tile_048,GSE60012_tile_048_Liver_M_20w_testosterone,Liver_M_20w_testosterone,liver|M|20w|testosterone,GSM1463741,SRR1534589,SRX668070,SRS672559,SAMN02950294,119,119,True,mapped,exact_group_count_ordered,4,4,20.0,liver,M,testosterone,testosterone,GSM1463741: RRBS_119_Mouse_Liver_M_20w_testosterone; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_049,GSE60012 synthetic Liver_F_20w_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_049_Liver_F_20w_castration | source_column: Liver_F_20w_castration | condition_detail: castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_049_Liver_F_20w_castration,Liver_F_20w_castration,castration,castration,Liver,castration,liver|F|20w|castration,GSE60012_tile_049,GSE60012_tile_049_Liver_F_20w_castration,Liver_F_20w_castration,liver|F|20w|castration,GSM1463715,SRR1534563,SRX668044,SRS672533,SAMN02950328,1,1,True,mapped,exact_group_count_ordered,3,3,20.0,liver,F,castration,castration,GSM1463715: RRBS_1_Mouse_Liver_F_20w_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_050,GSE60012 synthetic Liver_F_20w_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_050_Liver_F_20w_castration | source_column: Liver_F_20w_castration | condition_detail: castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_050_Liver_F_20w_castration,Liver_F_20w_castration,castration,castration,Liver,castration,liver|F|20w|castration,GSE60012_tile_050,GSE60012_tile_050_Liver_F_20w_castration,Liver_F_20w_castration,liver|F|20w|castration,GSM1463716,SRR1534564,SRX668045,SRS672534,SAMN02950329,2,2,True,mapped,exact_group_count_ordered,3,3,20.0,liver,F,castration,castration,GSM1463716: RRBS_2_Mouse_Liver_F_20w_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_051,GSE60012 synthetic Liver_F_20w_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_051_Liver_F_20w_castration | source_column: Liver_F_20w_castration | condition_detail: castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_051_Liver_F_20w_castration,Liver_F_20w_castration,castration,castration,Liver,castration,liver|F|20w|castration,GSE60012_tile_051,GSE60012_tile_051_Liver_F_20w_castration,Liver_F_20w_castration,liver|F|20w|castration,GSM1463717,SRR1534565,SRX668046,SRS672535,SAMN02950330,3,3,True,mapped,exact_group_count_ordered,3,3,20.0,liver,F,castration,castration,GSM1463717: RRBS_3_Mouse_Liver_F_20w_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_052,GSE60012 synthetic Liver_F_20w_vehicle_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_052_Liver_F_20w_vehacle_+_castration | source_column: Liver_F_20w_vehicle_+_castration | condition_detail: vehicle_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_052_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,vehicle_+_castration,vehicle_+_castration,Liver,vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSE60012_tile_052,GSE60012_tile_052_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSM1463752,SRR1534600,SRX668081,SRS672570,SAMN02950335,130,130,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,vehicle_+_castration,vehicle_+_castration,GSM1463752: RRBS_130_Mouse_Liver_F_20w_vehacle_+_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_053,GSE60012 synthetic Liver_F_20w_vehicle_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_053_Liver_F_20w_vehacle_+_castration | source_column: Liver_F_20w_vehicle_+_castration | condition_detail: vehicle_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_053_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,vehicle_+_castration,vehicle_+_castration,Liver,vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSE60012_tile_053,GSE60012_tile_053_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSM1463753,SRR1534601,SRX668082,SRS672571,SAMN02950336,131,131,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,vehicle_+_castration,vehicle_+_castration,GSM1463753: RRBS_131_Mouse_Liver_F_20w_vehacle_+_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_054,GSE60012 synthetic Liver_F_20w_vehicle_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_054_Liver_F_20w_vehacle_+_castration | source_column: Liver_F_20w_vehicle_+_castration | condition_detail: vehicle_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_054_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,vehicle_+_castration,vehicle_+_castration,Liver,vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSE60012_tile_054,GSE60012_tile_054_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSM1463754,SRR1534602,SRX668083,SRS672572,SAMN02950245,132,132,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,vehicle_+_castration,vehicle_+_castration,GSM1463754: RRBS_132_Mouse_Liver_F_20w_vehacle_+_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_055,GSE60012 synthetic Liver_F_20w_vehicle_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_055_Liver_F_20w_vehacle_+_castration | source_column: Liver_F_20w_vehicle_+_castration | condition_detail: vehicle_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_055_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,vehicle_+_castration,vehicle_+_castration,Liver,vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSE60012_tile_055,GSE60012_tile_055_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSM1463755,SRR1534603,SRX668084,SRS672573,SAMN02950246,133,133,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,vehicle_+_castration,vehicle_+_castration,GSM1463755: RRBS_133_Mouse_Liver_F_20w_vehacle_+_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_056,GSE60012 synthetic Liver_F_20w_vehicle_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_056_Liver_F_20w_vehacle_+_castration | source_column: Liver_F_20w_vehicle_+_castration | condition_detail: vehicle_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_056_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,vehicle_+_castration,vehicle_+_castration,Liver,vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSE60012_tile_056,GSE60012_tile_056_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSM1463756,SRR1534604,SRX668085,SRS672574,SAMN02950247,134,134,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,vehicle_+_castration,vehicle_+_castration,GSM1463756: RRBS_134_Mouse_Liver_F_20w_vehacle_+_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_057,GSE60012 synthetic Liver_F_20w_vehicle_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_057_Liver_F_20w_vehacle_+_castration | source_column: Liver_F_20w_vehicle_+_castration | condition_detail: vehicle_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_057_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,vehicle_+_castration,vehicle_+_castration,Liver,vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSE60012_tile_057,GSE60012_tile_057_Liver_F_20w_vehacle_+_castration,Liver_F_20w_vehicle_+_castration,liver|F|20w|vehicle_+_castration,GSM1463757,SRR1534605,SRX668086,SRS672576,SAMN02950248,135,135,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,vehicle_+_castration,vehicle_+_castration,GSM1463757: RRBS_135_Mouse_Liver_F_20w_vehacle_+_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_058,GSE60012 synthetic Liver_F_20w_testosterone_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_058_Liver_F_20w_testosterone_+_castaration | source_column: Liver_F_20w_testosterone_+_castration | condition_detail: testosterone_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_058_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,testosterone_+_castration,testosterone_+_castration,Liver,testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSE60012_tile_058,GSE60012_tile_058_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSM1463742,SRR1534590,SRX668071,SRS672560,SAMN02950295,120,120,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,testosterone_+_castration,testosterone_+_castration,GSM1463742: RRBS_120_Mouse_Liver_F_20w_testosterone_+_castaration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_059,GSE60012 synthetic Liver_F_20w_testosterone_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_059_Liver_F_20w_testosterone_+_castaration | source_column: Liver_F_20w_testosterone_+_castration | condition_detail: testosterone_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_059_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,testosterone_+_castration,testosterone_+_castration,Liver,testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSE60012_tile_059,GSE60012_tile_059_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSM1463743,SRR1534591,SRX668072,SRS672561,SAMN02950296,121,121,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,testosterone_+_castration,testosterone_+_castration,GSM1463743: RRBS_121_Mouse_Liver_F_20w_testosterone_+_castaration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_060,GSE60012 synthetic Liver_F_20w_testosterone_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_060_Liver_F_20w_testosterone_+_castaration | source_column: Liver_F_20w_testosterone_+_castration | condition_detail: testosterone_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_060_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,testosterone_+_castration,testosterone_+_castration,Liver,testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSE60012_tile_060,GSE60012_tile_060_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSM1463744,SRR1534592,SRX668073,SRS672562,SAMN02950297,122,122,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,testosterone_+_castration,testosterone_+_castration,GSM1463744: RRBS_122_Mouse_Liver_F_20w_testosterone_+_castaration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_061,GSE60012 synthetic Liver_F_20w_testosterone_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_061_Liver_F_20w_testosterone_+_castaration | source_column: Liver_F_20w_testosterone_+_castration | condition_detail: testosterone_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_061_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,testosterone_+_castration,testosterone_+_castration,Liver,testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSE60012_tile_061,GSE60012_tile_061_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSM1463745,SRR1534593,SRX668074,SRS672563,SAMN02950298,123,123,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,testosterone_+_castration,testosterone_+_castration,GSM1463745: RRBS_123_Mouse_Liver_F_20w_testosterone_+_castaration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_062,GSE60012 synthetic Liver_F_20w_testosterone_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_062_Liver_F_20w_testosterone_+_castaration | source_column: Liver_F_20w_testosterone_+_castration | condition_detail: testosterone_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_062_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,testosterone_+_castration,testosterone_+_castration,Liver,testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSE60012_tile_062,GSE60012_tile_062_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSM1463746,SRR1534594,SRX668075,SRS672564,SAMN02950299,124,124,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,testosterone_+_castration,testosterone_+_castration,GSM1463746: RRBS_124_Mouse_Liver_F_20w_testosterone_+_castaration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_063,GSE60012 synthetic Liver_F_20w_testosterone_+_castration,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_063_Liver_F_20w_testosterone_+_castaration | source_column: Liver_F_20w_testosterone_+_castration | condition_detail: testosterone_+_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_063_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,testosterone_+_castration,testosterone_+_castration,Liver,testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSE60012_tile_063,GSE60012_tile_063_Liver_F_20w_testosterone_+_castaration,Liver_F_20w_testosterone_+_castration,liver|F|20w|testosterone_+_castration,GSM1463747,SRR1534595,SRX668076,SRS672566,SAMN02950300,125,125,True,mapped,exact_group_count_ordered,6,6,20.0,liver,F,testosterone_+_castration,testosterone_+_castration,GSM1463747: RRBS_125_Mouse_Liver_F_20w_testosterone_+_castaration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_064,GSE60012 synthetic Liver_M_28w_old_castration_control,196.0,28.0,28.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_064_Liver_M_28w_old_castration_control | source_column: Liver_M_28w_old_castration_control | condition_detail: old_castration_control,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_064_Liver_M_28w_old_castration_control,Liver_M_28w_old_castration_control,old_castration_control,old_castration_control,Liver,old_castration_control,liver|M|28w|old_castration_control,GSE60012_tile_064,GSE60012_tile_064_Liver_M_28w_old_castration_control,Liver_M_28w_old_castration_control,liver|M|28w|old_castration_control,GSM1463734,SRR1534582,SRX668063,SRS672553,SAMN02950287,112,112,True,mapped,exact_group_count_ordered,7,7,28.0,liver,M,old_castration_control,old_castration_control,GSM1463734: RRBS_112_Mouse_Liver_M_28w_old_castration_control; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_065,GSE60012 synthetic Liver_M_28w_old_castration_control,196.0,28.0,28.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_065_Liver_M_28w_old_castration_control | source_column: Liver_M_28w_old_castration_control | condition_detail: old_castration_control,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_065_Liver_M_28w_old_castration_control,Liver_M_28w_old_castration_control,old_castration_control,old_castration_control,Liver,old_castration_control,liver|M|28w|old_castration_control,GSE60012_tile_065,GSE60012_tile_065_Liver_M_28w_old_castration_control,Liver_M_28w_old_castration_control,liver|M|28w|old_castration_control,GSM1463735,SRR1534583,SRX668064,SRS672552,SAMN02950288,113,113,True,mapped,exact_group_count_ordered,7,7,28.0,liver,M,old_castration_control,old_castration_control,GSM1463735: RRBS_113_Mouse_Liver_M_28w_old_castration_control; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_066,GSE60012 synthetic Liver_M_20w_old_castration_control,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_066_Liver_M_20w_old_castration_control | source_column: Liver_M_20w_old_castration_control | condition_detail: old_castration_control,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_066_Liver_M_20w_old_castration_control,Liver_M_20w_old_castration_control,old_castration_control,old_castration_control,Liver,old_castration_control,liver|M|20w|old_castration_control,GSE60012_tile_066,GSE60012_tile_066_Liver_M_20w_old_castration_control,Liver_M_20w_old_castration_control,liver|M|20w|old_castration_control,GSM1463728,SRR1534576,SRX668057,SRS672547,SAMN02950281,106,106,True,mapped,exact_group_count_ordered,1,1,20.0,liver,M,old_castration_control,old_castration_control,GSM1463728: RRBS_106_Mouse_Liver_M_20w_old_castration_control; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_067,GSE60012 synthetic Liver_M_28w_old_castration,196.0,28.0,28.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_067_Liver_M_28w_old_castration | source_column: Liver_M_28w_old_castration | condition_detail: old_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_067_Liver_M_28w_old_castration,Liver_M_28w_old_castration,old_castration,old_castration,Liver,old_castration,liver|M|28w|old_castration,GSE60012_tile_067,GSE60012_tile_067_Liver_M_28w_old_castration,Liver_M_28w_old_castration,liver|M|28w|old_castration,GSM1463722,SRR1534570,SRX668051,SRS672540,SAMN02950275,104,104,True,mapped,exact_group_count_ordered,8,8,28.0,liver,M,old_castration,old_castration,GSM1463722: RRBS_104_Mouse_Liver_M_28w_old_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_068,GSE60012 synthetic Liver_M_28w_old_castration,196.0,28.0,28.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,M,other_intervention,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_068_Liver_M_28w_old_castration | source_column: Liver_M_28w_old_castration | condition_detail: old_castration,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_068_Liver_M_28w_old_castration,Liver_M_28w_old_castration,old_castration,old_castration,Liver,old_castration,liver|M|28w|old_castration,GSE60012_tile_068,GSE60012_tile_068_Liver_M_28w_old_castration,Liver_M_28w_old_castration,liver|M|28w|old_castration,GSM1463723,SRR1534571,SRX668052,SRS672543,SAMN02950276,105,105,True,mapped,exact_group_count_ordered,8,8,28.0,liver,M,old_castration,old_castration,GSM1463723: RRBS_105_Mouse_Liver_M_28w_old_castration; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_069,GSE60012 synthetic Cerebellum_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,brain_cerebellum,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Cerebellum,matrix_sample_id: GSE60012_tile_069_Cerebellum_F_20w_NORMAL | source_column: Cerebellum_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_069_Cerebellum_F_20w_NORMAL,Cerebellum_F_20w_NORMAL,NORMAL,normal,Cerebellum,NORMAL,cerebellum|F|20w|normal,GSE60012_tile_069,GSE60012_tile_069_Cerebellum_F_20w_NORMAL,Cerebellum_F_20w_NORMAL,cerebellum|F|20w|normal,GSM1463818,SRR1534661,SRX668142,SRS672631,SAMN02950244,8,8,False,mapped,exact_group_count_ordered,4,4,20.0,brain_cerebellum,F,normal,NORMAL,GSM1463818: RRBS_8_Mouse_Cerebellum_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_070,GSE60012 synthetic Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_070_Liver_F_20w_NORMAL | source_column: Liver_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_070_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|20w|normal,GSE60012_tile_070,GSE60012_tile_070_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,liver|F|20w|normal,GSM1463671,SRR1534519,SRX668000,SRS672490,SAMN02950342,22,22,True,mapped,exact_group_count_ordered,10,10,20.0,liver,F,normal,NORMAL,GSM1463671: RRBS_22_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_071,GSE60012 synthetic Cerebellum_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,brain_cerebellum,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Cerebellum,matrix_sample_id: GSE60012_tile_071_Cerebellum_F_20w_NORMAL | source_column: Cerebellum_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_071_Cerebellum_F_20w_NORMAL,Cerebellum_F_20w_NORMAL,NORMAL,normal,Cerebellum,NORMAL,cerebellum|F|20w|normal,GSE60012_tile_071,GSE60012_tile_071_Cerebellum_F_20w_NORMAL,Cerebellum_F_20w_NORMAL,cerebellum|F|20w|normal,GSM1463819,SRR1534662,SRX668143,SRS672632,SAMN02950190,9,9,False,mapped,exact_group_count_ordered,4,4,20.0,brain_cerebellum,F,normal,NORMAL,GSM1463819: RRBS_9_Mouse_Cerebellum_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
GSE60012_tile_072,GSE60012 synthetic Liver_F_20w_NORMAL,140.0,20.0,20.0,weeks,weeks,matrix_header_synthetic,,liver,C57/bl,F,control,GSE60012,RRBS_tile_matrix,False,ok_header_synthetic_non_gsm,Liver,matrix_sample_id: GSE60012_tile_072_Liver_F_20w_NORMAL | source_column: Liver_F_20w_NORMAL | condition_detail: NORMAL,matrix_header_synthetic,matrix_header_synthetic_non_gsm,GSE60012_tile_072_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,NORMAL,normal,Liver,NORMAL,liver|F|20w|normal,GSE60012_tile_072,GSE60012_tile_072_Liver_F_20w_NORMAL,Liver_F_20w_NORMAL,liver|F|20w|normal,GSM1463672,SRR1534520,SRX668001,SRS672489,SAMN02950343,25,25,True,mapped,exact_group_count_ordered,10,10,20.0,liver,F,normal,NORMAL,GSM1463672: RRBS_25_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,mapped
