task_id,config_id,task_kind,status,eval_mode,heldout_dataset,randomize,out_dir,imputation,min_train_feature_presence,min_train_group_feature_presence,max_train_dataset_mean_shift,min_train_agebin_feature_presence,target_transform,batch_size,weight_decay,huber_beta,amp,bottleneck,cnn_channels,cnn_kernel,token_dim,transformer_heads,transformer_layers,dae_latent,dae_noise,dae_pretrain_epochs,architecture,n_feature_prefilter,preprocess,width,depth,dropout,lr,n_samples,pearson_r,mae_weeks,medae_weeks,rmse_weeks,r2,cross_dataset_mae,cr_detection_auc,cr_cohens_d,exec_time_sec,group_score,lodo_mean_mae_weeks,lodo_worst_mae_weeks,lodo_mean_pearson_r,lodo_min_pearson_r,lodo_cr_auc,old_104w_weighted_mae_weeks,lodo_score,final_score
group::v23_007_res_mlp_top1500_robust_w128_d2_do0p1_lr0p0003,v23_007_res_mlp_top1500_robust_w128_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_007_res_mlp_top1500_robust_w128_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1500,robust,128,2,0.1,0.0003,1219,0.7088,20.361,14.131,28.883,0.3851,22.405,0.8071,1.0865,80.1,0.638213,17.464,29.15,0.7105,0.5496,0.8159,24.523,0.642138,1.280351
group::v23_004_res_mlp_top1000_robust_w192_d3_do0p1_lr0p0003,v23_004_res_mlp_top1000_robust_w192_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_004_res_mlp_top1000_robust_w192_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,192,3,0.1,0.0003,1219,0.7099,20.45,14.777,28.521,0.4004,22.425,0.7832,1.0002,62.0,0.637653,18.81,27.043,0.7073,0.575,0.8349,25.673,0.640402,1.2780550000000002
group::v23_046_res_mlp_top2000_robust_w192_d3_do0p15_lr0p0001,v23_046_res_mlp_top2000_robust_w192_d3_do0p15_lr0p0001,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_046_res_mlp_top2000_robust_w192_d3_do0p15_lr0p0001,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,192,3,0.15,0.0001,1219,0.7071,20.32,14.278,28.598,0.3972,22.492,0.7218,0.7718,81.4,0.625301,19.449,29.898,0.7086,0.5365,0.8024,33.181,0.62133,1.246631
group::v23_012_res_mlp_top1500_robust_w256_d3_do0p1_lr0p0003,v23_012_res_mlp_top1500_robust_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_012_res_mlp_top1500_robust_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1500,robust,256,3,0.1,0.0003,1219,0.6869,20.942,14.594,29.851,0.3432,23.491,0.7502,0.8333,65.9,0.607901,18.448,28.854,0.7131,0.6011,0.8114,26.274,0.636559,1.2444600000000001
group::v23_013_res_mlp_top2000_robust_w128_d2_do0p1_lr0p0003,v23_013_res_mlp_top2000_robust_w128_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_013_res_mlp_top2000_robust_w128_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,128,2,0.1,0.0003,1219,0.7025,20.602,14.649,28.809,0.3883,22.149,0.7123,0.7078,67.5,0.618765,18.603,28.305,0.6773,0.5076,0.7934,28.451,0.62188,1.240645
group::v23_037_res_mlp_top1000_robust_w192_d3_do0p05_lr0p0003,v23_037_res_mlp_top1000_robust_w192_d3_do0p05_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_037_res_mlp_top1000_robust_w192_d3_do0p05_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,192,3,0.05,0.0003,1219,0.6969,21.588,16.039,29.764,0.347,23.446,0.7731,0.9578,63.0,0.614166,19.222,31.086,0.6966,0.5566,0.8761,33.942,0.626198,1.240364
group::v23_014_res_mlp_top2000_robust_w128_d3_do0p1_lr0p0003,v23_014_res_mlp_top2000_robust_w128_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_014_res_mlp_top2000_robust_w128_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,128,3,0.1,0.0003,1219,0.7066,20.49,15.426,28.146,0.4161,21.66,0.7355,0.7929,78.3,0.6315,19.179,30.515,0.6934,0.5464,0.7399,34.865,0.606789,1.238289
group::v23_040_res_mlp_top1000_robust_w192_d3_do0p15_lr0p0001,v23_040_res_mlp_top1000_robust_w192_d3_do0p15_lr0p0001,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_040_res_mlp_top1000_robust_w192_d3_do0p15_lr0p0001,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,192,3,0.15,0.0001,1219,0.6842,21.313,15.953,29.317,0.3665,24.122,0.7375,0.8093,98.4,0.608874,20.268,30.796,0.6728,0.487,0.8494,27.855,0.61554,1.224414
group::v23_016_res_mlp_top2000_robust_w192_d3_do0p1_lr0p0003,v23_016_res_mlp_top2000_robust_w192_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_016_res_mlp_top2000_robust_w192_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,192,3,0.1,0.0003,1219,0.6916,21.332,15.273,29.431,0.3616,22.876,0.7074,0.7108,88.0,0.604875,,,,,,,-1.0,0.604875
group::v23_015_res_mlp_top2000_robust_w192_d2_do0p1_lr0p0003,v23_015_res_mlp_top2000_robust_w192_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_015_res_mlp_top2000_robust_w192_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,192,2,0.1,0.0003,1219,0.6855,21.869,15.49,30.253,0.3254,23.454,0.7748,0.9379,56.2,0.604154,,,,,,,-1.0,0.604154
group::v23_009_res_mlp_top1500_robust_w192_d2_do0p1_lr0p0003,v23_009_res_mlp_top1500_robust_w192_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_009_res_mlp_top1500_robust_w192_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1500,robust,192,2,0.1,0.0003,1219,0.6956,21.585,16.451,29.838,0.3438,23.728,0.7222,0.7138,59.5,0.603779,,,,,,,-1.0,0.603779
group::v23_006_res_mlp_top1000_robust_w256_d3_do0p1_lr0p0003,v23_006_res_mlp_top1000_robust_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_006_res_mlp_top1000_robust_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,256,3,0.1,0.0003,1219,0.6819,21.495,15.916,29.869,0.3424,23.213,0.7488,0.8362,88.3,0.603629,,,,,,,-1.0,0.603629
group::v23_044_res_mlp_top2000_robust_w192_d3_do0p05_lr0p0001,v23_044_res_mlp_top2000_robust_w192_d3_do0p05_lr0p0001,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_044_res_mlp_top2000_robust_w192_d3_do0p05_lr0p0001,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,192,3,0.05,0.0001,1219,0.7027,21.74,15.349,30.267,0.3248,23.362,0.7273,0.828,118.2,0.602125,,,,,,,-1.0,0.602125
group::v23_038_res_mlp_top1000_robust_w192_d3_do0p05_lr0p0001,v23_038_res_mlp_top1000_robust_w192_d3_do0p05_lr0p0001,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_038_res_mlp_top1000_robust_w192_d3_do0p05_lr0p0001,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,192,3,0.05,0.0001,1219,0.6905,22.022,15.721,30.801,0.3008,24.874,0.7811,1.0175,106.7,0.600623,,,,,,,-1.0,0.600623
group::v23_045_res_mlp_top2000_robust_w192_d3_do0p15_lr0p0003,v23_045_res_mlp_top2000_robust_w192_d3_do0p15_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_045_res_mlp_top2000_robust_w192_d3_do0p15_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,192,3,0.15,0.0003,1219,0.686,21.302,14.628,29.762,0.3471,23.037,0.7109,0.7222,78.8,0.600119,,,,,,,-1.0,0.600119
group::v23_043_res_mlp_top2000_robust_w192_d3_do0p05_lr0p0003,v23_043_res_mlp_top2000_robust_w192_d3_do0p05_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_043_res_mlp_top2000_robust_w192_d3_do0p05_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,192,3,0.05,0.0003,1219,0.6888,21.688,15.147,29.604,0.3541,23.146,0.6771,0.5963,76.4,0.595307,,,,,,,-1.0,0.595307
group::v23_003_res_mlp_top1000_robust_w192_d2_do0p1_lr0p0003,v23_003_res_mlp_top1000_robust_w192_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_003_res_mlp_top1000_robust_w192_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,192,2,0.1,0.0003,1219,0.6738,21.893,16.347,30.089,0.3327,24.681,0.7334,0.7799,92.1,0.594154,,,,,,,-1.0,0.594154
group::v23_011_res_mlp_top1500_robust_w256_d2_do0p1_lr0p0003,v23_011_res_mlp_top1500_robust_w256_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_011_res_mlp_top1500_robust_w256_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1500,robust,256,2,0.1,0.0003,1219,0.6896,22.063,15.31,31.007,0.2914,24.179,0.7199,0.7323,53.1,0.586876,,,,,,,-1.0,0.586876
group::v23_008_res_mlp_top1500_robust_w128_d3_do0p1_lr0p0003,v23_008_res_mlp_top1500_robust_w128_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_008_res_mlp_top1500_robust_w128_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1500,robust,128,3,0.1,0.0003,1219,0.6715,22.117,16.871,30.367,0.3203,23.793,0.7174,0.7792,93.5,0.586648,,,,,,,-1.0,0.586648
group::v23_028_res_mlp_top1000_quantile_uniform_w256_d3_do0p1_lr0p0003,v23_028_res_mlp_top1000_quantile_uniform_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_028_res_mlp_top1000_quantile_uniform_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,quantile_uniform,256,3,0.1,0.0003,1219,0.6659,22.213,16.34,30.223,0.3267,22.498,0.7186,0.7843,80.3,0.586032,,,,,,,-1.0,0.586032
group::v23_001_res_mlp_top1000_robust_w128_d2_do0p1_lr0p0003,v23_001_res_mlp_top1000_robust_w128_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_001_res_mlp_top1000_robust_w128_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,128,2,0.1,0.0003,1219,0.6618,22.244,16.74,30.592,0.3102,24.738,0.7462,0.8484,65.1,0.585451,,,,,,,-1.0,0.585451
group::v23_010_res_mlp_top1500_robust_w192_d3_do0p1_lr0p0003,v23_010_res_mlp_top1500_robust_w192_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_010_res_mlp_top1500_robust_w192_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1500,robust,192,3,0.1,0.0003,1219,0.669,22.214,16.06,30.705,0.3051,24.078,0.7282,0.7722,75.4,0.583689,,,,,,,-1.0,0.583689
group::v23_027_res_mlp_top1000_quantile_uniform_w192_d3_do0p1_lr0p0003,v23_027_res_mlp_top1000_quantile_uniform_w192_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_027_res_mlp_top1000_quantile_uniform_w192_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,quantile_uniform,192,3,0.1,0.0003,1219,0.6723,21.94,15.49,29.538,0.3569,21.797,0.6256,0.4558,79.5,0.579845,,,,,,,-1.0,0.579845
group::v23_017_res_mlp_top2000_robust_w256_d2_do0p1_lr0p0003,v23_017_res_mlp_top2000_robust_w256_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_017_res_mlp_top2000_robust_w256_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,256,2,0.1,0.0003,1219,0.6629,22.417,16.273,30.696,0.3055,24.023,0.6844,0.6157,66.7,0.57296,,,,,,,-1.0,0.57296
group::v23_039_res_mlp_top1000_robust_w192_d3_do0p15_lr0p0003,v23_039_res_mlp_top1000_robust_w192_d3_do0p15_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_039_res_mlp_top1000_robust_w192_d3_do0p15_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,192,3,0.15,0.0003,1219,0.6745,22.002,16.839,30.376,0.3199,23.618,0.6242,0.4188,68.0,0.571278,,,,,,,-1.0,0.571278
group::v23_032_res_mlp_top2000_quantile_uniform_w256_d3_do0p1_lr0p0003,v23_032_res_mlp_top2000_quantile_uniform_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_032_res_mlp_top2000_quantile_uniform_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,quantile_uniform,256,3,0.1,0.0003,1219,0.6772,22.849,17.27,30.568,0.3113,21.832,0.6163,0.4152,88.1,0.565658,,,,,,,-1.0,0.565658
group::v23_005_res_mlp_top1000_robust_w256_d2_do0p1_lr0p0003,v23_005_res_mlp_top1000_robust_w256_d2_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_005_res_mlp_top1000_robust_w256_d2_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,256,2,0.1,0.0003,1219,0.658,22.973,17.548,31.438,0.2715,24.473,0.6787,0.5811,47.9,0.559972,,,,,,,-1.0,0.559972
group::v23_025_res_mlp_top1000_standard_w192_d3_do0p1_lr0p0003,v23_025_res_mlp_top1000_standard_w192_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_025_res_mlp_top1000_standard_w192_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,standard,192,3,0.1,0.0003,1219,0.6325,23.656,16.251,32.612,0.2161,26.701,0.8153,1.1487,47.6,0.559579,,,,,,,-1.0,0.559579
group::v23_030_res_mlp_top2000_standard_w256_d3_do0p1_lr0p0003,v23_030_res_mlp_top2000_standard_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_030_res_mlp_top2000_standard_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,standard,256,3,0.1,0.0003,1219,0.6257,23.391,16.421,32.391,0.2267,26.554,0.8092,1.0863,58.7,0.559549,,,,,,,-1.0,0.559549
group::v23_047_res_mlp_top2000_robust_w192_d3_do0p25_lr0p0003,v23_047_res_mlp_top2000_robust_w192_d3_do0p25_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_047_res_mlp_top2000_robust_w192_d3_do0p25_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,192,3,0.25,0.0003,1219,0.696,23.751,16.613,34.133,0.1413,25.6,0.7736,0.9336,83.3,0.556633,,,,,,,-1.0,0.556633
group::v23_002_res_mlp_top1000_robust_w128_d3_do0p1_lr0p0003,v23_002_res_mlp_top1000_robust_w128_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_002_res_mlp_top1000_robust_w128_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,robust,128,3,0.1,0.0003,1219,0.6487,23.302,17.901,31.439,0.2715,24.746,0.6737,0.5407,119.4,0.554517,,,,,,,-1.0,0.554517
group::v23_036_res_mlp_top5000_quantile_uniform_w256_d3_do0p1_lr0p0003,v23_036_res_mlp_top5000_quantile_uniform_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_036_res_mlp_top5000_quantile_uniform_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,5000,quantile_uniform,256,3,0.1,0.0003,1219,0.6881,22.247,16.821,30.37,0.3202,21.225,0.4913,0.0874,90.2,0.551426,,,,,,,-1.0,0.551426
group::v23_018_res_mlp_top2000_robust_w256_d3_do0p1_lr0p0003,v23_018_res_mlp_top2000_robust_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_018_res_mlp_top2000_robust_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,256,3,0.1,0.0003,1219,0.6505,23.622,17.57,32.127,0.2393,25.281,0.6999,0.6489,67.1,0.55098,,,,,,,-1.0,0.55098
group::v23_031_res_mlp_top2000_quantile_uniform_w192_d3_do0p1_lr0p0003,v23_031_res_mlp_top2000_quantile_uniform_w192_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_031_res_mlp_top2000_quantile_uniform_w192_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,quantile_uniform,192,3,0.1,0.0003,1219,0.6574,23.247,17.687,30.953,0.2938,22.785,0.5872,0.3081,76.0,0.547633,,,,,,,-1.0,0.547633
group::v23_024_res_mlp_top5000_robust_w256_d3_do0p1_lr0p0003,v23_024_res_mlp_top5000_robust_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_024_res_mlp_top5000_robust_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,5000,robust,256,3,0.1,0.0003,1219,0.6306,23.729,17.386,31.741,0.2574,23.708,0.6879,0.6487,88.5,0.545608,,,,,,,-1.0,0.545608
group::v23_051_wide_deep_top1000_robust_w256_bn64_do0p1_lr0p0003,v23_051_wide_deep_top1000_robust_w256_bn64_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_051_wide_deep_top1000_robust_w256_bn64_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,wide_deep,1000,robust,256,3,0.1,0.0003,1219,0.6362,23.246,17.206,32.245,0.2337,25.534,0.6473,0.4491,54.0,0.536399,,,,,,,-1.0,0.536399
group::v23_026_res_mlp_top1000_standard_w256_d3_do0p1_lr0p0003,v23_026_res_mlp_top1000_standard_w256_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_026_res_mlp_top1000_standard_w256_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,1000,standard,256,3,0.1,0.0003,1219,0.6031,24.48,17.806,33.077,0.1936,26.732,0.7907,0.9864,71.8,0.536146,,,,,,,-1.0,0.536146
group::v23_048_res_mlp_top2000_robust_w192_d3_do0p25_lr0p0001,v23_048_res_mlp_top2000_robust_w192_d3_do0p25_lr0p0001,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_048_res_mlp_top2000_robust_w192_d3_do0p25_lr0p0001,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,robust,192,3,0.25,0.0001,1219,0.6955,25.529,19.534,35.475,0.0724,25.886,0.7771,0.9778,101.9,0.534028,,,,,,,-1.0,0.534028
group::v23_029_res_mlp_top2000_standard_w192_d3_do0p1_lr0p0003,v23_029_res_mlp_top2000_standard_w192_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_029_res_mlp_top2000_standard_w192_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,2000,standard,192,3,0.1,0.0003,1219,0.5993,24.888,18.572,33.566,0.1696,27.752,0.8226,1.1516,59.5,0.533264,,,,,,,-1.0,0.533264
group::v23_056_wide_deep_top2000_robust_w512_bn64_do0p1_lr0p0003,v23_056_wide_deep_top2000_robust_w512_bn64_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_056_wide_deep_top2000_robust_w512_bn64_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,wide_deep,2000,robust,512,3,0.1,0.0003,1219,0.6396,23.044,15.006,33.448,0.1754,25.257,0.6644,0.4746,60.1,0.527449,,,,,,,-1.0,0.527449
group::v23_022_res_mlp_top5000_robust_w192_d3_do0p1_lr0p0003,v23_022_res_mlp_top5000_robust_w192_d3_do0p1_lr0p0003,group,skipped_existing,groupkfold,,False,results/v23_cloud_max_batch/groupkfold/v23_022_res_mlp_top5000_robust_w192_d3_do0p1_lr0p0003,median,0.8,0.8,0.125,0.8,log1p_days,64,0.001,0.5,True,64,64,15,16,4,2,64,0.1,0,res_mlp,5000,robust,192,3,0.1,0.0003,1219,0.6134,24.516,17.735,33.153,0.1899,24.502,0.6933,0.6474,96.8,0.521302,,,,,,,-1.0,0.521302
