dataset,run_accession,gsm,sample_accession,experiment_accession,experiment_title,library_strategy,library_source,library_selection,library_layout,local_fastq_count,local_fastq_complete,expected_fastq,latest_log_status,latest_log_failure_count,latest_log_error_class,recommended_repair_action,run_total_bases,run_total_spots,ena_error,ena_library_layout,fastq_urls,fastq_md5s,fastq_bytes,ena_n_fastq,current_local_fastq_complete,current_local_fastq_count,current_local_fastq_paths,target_fastq_dir,dataset_rank,repair_error_rank,download_strategy,download_allowed,blocked_reason,repair_priority
GSE80672,SRR3440672,GSM2132796,SRS1412306,SRX1727084,GSM2132796: GX2472; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,failed,8.0,orphan_lock_retry,"after confirming no active prefetch/fasterq process for this run, remove orphan .sra.lock in SSD cache and rerun prefetch/fasterq; if repeated, ENA FASTQ fallback",4603480950,30689873,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440672/SRR3440672_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440672/SRR3440672_2.fastq.gz,dd951d2e58c94153618e4f5961cea172;1ea81e238e6ecc84ef8733287c196d8e,1221755479;1422644540,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,0,ena_direct_first_then_sra_if_needed,True,,1
GSE80672,SRR3440671,GSM2132795,SRS1412305,SRX1727083,GSM2132795: GX2471; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,failed,8.0,fasterq_timeout_retry_or_ena,"retry with lower fasterq threads/longer timeout and vdb-validate prefetched SRA; if repeated, use ENA direct FASTQ with md5",4451232750,29674885,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440671/SRR3440671_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440671/SRR3440671_2.fastq.gz,6db8b39c7eeb49f2b098c67ca0c4d4e9;e01fd7a31b5f51105cd6d67711b72212,1201637488;1412489028,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,0,ena_direct_first_then_sra_if_needed,True,,2
GSE121141,SRR8032931,GSM3426756,SRS3924516,SRX4865608,GSM3426756: Br0608; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,failed,8.0,fasterq_timeout_retry_or_ena,"retry with lower fasterq threads/longer timeout and vdb-validate prefetched SRA; if repeated, use ENA direct FASTQ with md5",21970502400,73235008,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8032931/SRR8032931_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8032931/SRR8032931_2.fastq.gz,370660d4ebb8890bebd79df9cf4ab59a;7b33cf3532cc1e5e7a90d5411b6d1f49,4974371799;5624761955,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,0,ena_direct_first_then_sra_if_needed,True,,3
GSE121141,SRR8032940,GSM3426761,SRS3924361,SRX4865532,GSM3426761: Br1207; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,failed,8.0,orphan_lock_retry,"after confirming no active prefetch/fasterq process for this run, remove orphan .sra.lock in SSD cache and rerun prefetch/fasterq; if repeated, ENA FASTQ fallback",6326112000,21087040,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8032940/SRR8032940_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8032940/SRR8032940_2.fastq.gz,10e2be7420305b21430c5b08b89719f2;44983af30b9420d86abf701a9d31cac9,1439312453;1565421019,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,0,ena_direct_first_then_sra_if_needed,True,,4
GSE80672,SRR3440723,GSM2132833,SRS1412344,SRX1727121,GSM2132833: M0405; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5740859400,38272396,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440723/SRR3440723_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440723/SRR3440723_2.fastq.gz,8bef954dbc2ad6177929298502081717;adec16c1b2fb7df0211dc288a7abca29,1461612311;1656735530,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,5
GSE80672,SRR3440892,GSM2132937,SRS1412447,SRX1727225,GSM2132937: M3009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5592636150,37284241,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440892/SRR3440892_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440892/SRR3440892_2.fastq.gz,c8697c8d4fb0fcc34b00e44cb34dbc68;a74a1ad24ce59ac2cb75d1ec21d45dde,1598595742;1852569928,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,6
GSE80672,SRR3440885,GSM2132933,SRS1412443,SRX1727221,GSM2132933: M3004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5271303300,35142022,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440885/SRR3440885_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440885/SRR3440885_2.fastq.gz,07dd93e23b33b0d4f13a6ad8bd80f31d;72c160f9972827bb2d0392ebf5ed1574,1602089925;1780275377,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,7
GSE80672,SRR3440811,GSM2132891,SRS1412405,SRX1727179,GSM2132891: M2009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4997889300,33319262,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440811/SRR3440811_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440811/SRR3440811_2.fastq.gz,be7bef6712b7e9f5fedd543ee0321abf;311b9713105eb1b0ddd14d406a1caa9e,1384022086;1642868380,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,8
GSE80672,SRR3440897,GSM2132940,SRS1412449,SRX1727228,GSM2132940: M3205; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4977341550,33182277,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440897/SRR3440897_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440897/SRR3440897_2.fastq.gz,fd9e5fe34a7fee9884696b06a9f9e356;3e47deb0b3299414dc1f601ef75cf1dc,1381548922;1677583939,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,9
GSE80672,SRR3440679,GSM2132802,SRS1412312,SRX1727090,GSM2132802: GX2518; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4781586600,31877244,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440679/SRR3440679_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440679/SRR3440679_2.fastq.gz,b34475f21e4f205ebd5183731d674eb9;4a4251d716ed8a1e933e6fd4ad7cf687,1255277414;1509825246,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,10
GSE80672,SRR3440903,GSM2132943,SRS1412453,SRX1727231,GSM2132943: M3208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4713701700,31424678,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440903/SRR3440903_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440903/SRR3440903_2.fastq.gz,e6d470e471e19793c55d640b2df121a4;fc11fb9762cfc48d66dbe6f59d73791d,1317002431;1573756755,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,11
GSE80672,SRR3440771,GSM2132867,SRS1412377,SRX1727155,GSM2132867: M1203; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4634398350,30895989,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440771/SRR3440771_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440771/SRR3440771_2.fastq.gz,4e956fb6ff209f60332681466c1e9be7;1d0b914013ae7da818c5c6e4245a670d,1298751370;1563486343,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,12
GSE80672,SRR3440883,GSM2132932,SRS1412442,SRX1727220,GSM2132932: M3003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4631051550,30873677,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440883/SRR3440883_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440883/SRR3440883_2.fastq.gz,83d7f7ef5853ee9e9ab7776ff805f310;dfb35fb211dfc3921653372de01cea06,1229236035;1536338730,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,13
GSE80672,SRR3440712,GSM2132826,SRS1412336,SRX1727114,GSM2132826: M0308; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4605055050,30700367,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440712/SRR3440712_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440712/SRR3440712_2.fastq.gz,2a64d4e585ffbbac0e43054ca978ed11;f286239701ad1087643d76b839f6ce9c,1225835332;1381173880,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,14
GSE80672,SRR3440741,GSM2132847,SRS1412357,SRX1727135,GSM2132847: M0801; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4549520850,30330139,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440741/SRR3440741_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/001/SRR3440741/SRR3440741_2.fastq.gz,964f075156103b9cac4c0c6e9109af5e;ff29aef070383ef28e13c2e129d00b36,1194669170;1512976614,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,15
GSE80672,SRR3440775,GSM2132870,SRS1412379,SRX1727158,GSM2132870: M1206; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4547128800,30314192,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440775/SRR3440775_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440775/SRR3440775_2.fastq.gz,f71fe870f51d806605c98d02afc6aa04;58d0dde2adebb885b46fae620f1cd0f4,1217327431;1517106688,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,16
GSE80672,SRR3440730,GSM2132838,SRS1412347,SRX1727126,GSM2132838: M0601; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4534818000,30232120,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440730/SRR3440730_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440730/SRR3440730_2.fastq.gz,882814c4dfa712d86067fe8ef57d9011;65fec131c8dda6d749852efa710cae04,1240135998;1349958311,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,17
GSE80672,SRR3440722,GSM2132832,SRS1412342,SRX1727120,GSM2132832: M0404; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4522254450,30148363,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440722/SRR3440722_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440722/SRR3440722_2.fastq.gz,54ec3329cb10eb8680b8a63772fafeb5;ae7804816d7ca297c1bcfb03b47ceca0,1212560552;1513710857,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,18
GSE80672,SRR3440726,GSM2132835,SRS1412345,SRX1727123,GSM2132835: M0407; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4513704750,30091365,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440726/SRR3440726_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440726/SRR3440726_2.fastq.gz,c2724e492f079cb7fbb1f1edfc8422ee;a1dc66dcbf20de44fb0f04c8657780be,1286227258;1491839307,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,19
GSE80672,SRR3440825,GSM2132899,SRS1412409,SRX1727187,GSM2132899: M2208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4507915500,30052770,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440825/SRR3440825_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/005/SRR3440825/SRR3440825_2.fastq.gz,b11c598d6af136a6d923b1cd6aa09b4d;4edf8d49e3fed79acca3f0e1ab9f022e,1214228439;1489669482,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,20
GSE80672,SRR3440817,GSM2132895,SRS1412404,SRX1727183,GSM2132895: M2203; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4440762150,29605081,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440817/SRR3440817_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440817/SRR3440817_2.fastq.gz,d92bd67acb4e1df63f598625db516c67;de71e9c0506cb72d9597e41ddfc786b4,1171631710;1321505470,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,21
GSE80672,SRR3440839,GSM2132907,SRS1412416,SRX1727195,GSM2132907: M2407; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4394561850,29297079,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440839/SRR3440839_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/009/SRR3440839/SRR3440839_2.fastq.gz,9f1066347b7fab2e068c53c2d4a63406;ed25339c5307ad7329ba5509b6850d59,1165415331;1301099952,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,22
GSE80672,SRR3440823,GSM2132898,SRS1412408,SRX1727186,GSM2132898: M2206; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4329174900,28861166,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440823/SRR3440823_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440823/SRR3440823_2.fastq.gz,ad98059846409a8564ebdc242d902298;563c8537f99fad5c3ead288841f5ca5f,1145170819;1423837577,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,23
GSE80672,SRR3440676,GSM2132799,SRS1412309,SRX1727087,GSM2132799: GX2481; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4318553100,28790354,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440676/SRR3440676_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440676/SRR3440676_2.fastq.gz,344f958ce48c52d73d962fff2fc1ad98;cb6736ca36c9cd71fbc098c14a111350,1093451747;1208698231,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,24
GSE80672,SRR3440890,GSM2132936,SRS1412446,SRX1727224,GSM2132936: M3007; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4283900850,28559339,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440890/SRR3440890_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440890/SRR3440890_2.fastq.gz,b34ccd0ebc4370d010632fc6ad549e44;dfca2e576a6156b10c6d3b8155f41f74,1118046034;1257282826,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,25
GSE80672,SRR3440762,GSM2132859,SRS1412369,SRX1727147,GSM2132859: M10_7505; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4268914800,28459432,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440762/SRR3440762_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440762/SRR3440762_2.fastq.gz,39a31978541bddf1c0f49e067a8733f4;faf43ea9cd4a042994b34034371fe2e0,1097983740;1246503363,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,26
GSE80672,SRR3440800,GSM2132885,SRS1412395,SRX1727173,GSM2132885: M2003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4264920900,28432806,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440800/SRR3440800_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/000/SRR3440800/SRR3440800_2.fastq.gz,52c65dbc385edee3846418807621b7a5;97d49116dc92f7f90f6ca431412f022a,1123767238;1419528205,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,27
GSE80672,SRR3440727,GSM2132836,SRS1412346,SRX1727124,GSM2132836: M0409; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4218767100,28125114,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440727/SRR3440727_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440727/SRR3440727_2.fastq.gz,0c7993f155e666c71d2e03caa2436f06;23aa4555eec2cc5f5758722053f221a3,1061321723;1234802856,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,28
GSE80672,SRR3440854,GSM2132916,SRS1412426,SRX1727204,GSM2132916: M2606; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4094587350,27297249,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/004/SRR3440854/SRR3440854_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/004/SRR3440854/SRR3440854_2.fastq.gz,a544402ef0faa73f63c79ef017a82d75;b5982b91dc3882bdee419e7ad9ab3af1,1090162883;1359533835,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,29
GSE80672,SRR3440677,GSM2132800,SRS1412310,SRX1727088,GSM2132800: GX2483; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4057310250,27048735,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440677/SRR3440677_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/007/SRR3440677/SRR3440677_2.fastq.gz,f40cc3d2716ff67e999a8e57e30946e7;5ea7f5d7722d0c8e73c7063036828967,1089624100;1277894583,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,30
GSE80672,SRR3440862,GSM2132920,SRS1412430,SRX1727208,GSM2132920: M2610; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4025446500,26836310,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440862/SRR3440862_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/002/SRR3440862/SRR3440862_2.fastq.gz,c7e9222495133aab24b253c0847e0a1a;2cacd536167855b171dfa830ff533be0,1062502910;1323281243,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,31
GSE80672,SRR3440906,GSM2132945,SRS1412456,SRX1727233,GSM2132945: M3210; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4006070700,26707138,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440906/SRR3440906_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/006/SRR3440906/SRR3440906_2.fastq.gz,25c3295c9d0f5e2cfd8b457a9f4e5927;dd297026582ada9d09710b8c2bf9aa70,1109897772;1333599985,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,32
GSE80672,SRR3440683,GSM2132806,SRS1412316,SRX1727094,GSM2132806: GX2582; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,Reduced Representation,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3965317950,26435453,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440683/SRR3440683_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR344/003/SRR3440683/SRR3440683_2.fastq.gz,ea24c0f81681c87b4edaa31e491886d6;b6346bce6a9587444b9b1af0bc6319d7,1079699630;1253379927,2,False,0,,/data/mouse_methyl/raw/GSE80672/fastq,0,1,ena_direct_first_then_sra_if_needed,True,,33
