dataset,run_accession,gsm,sample_accession,experiment_accession,experiment_title,library_strategy,library_source,library_selection,library_layout,local_fastq_count,local_fastq_complete,expected_fastq,latest_log_status,latest_log_failure_count,latest_log_error_class,recommended_repair_action,run_total_bases,run_total_spots,ena_error,ena_library_layout,fastq_urls,fastq_md5s,fastq_bytes,ena_n_fastq,current_local_fastq_complete,current_local_fastq_count,current_local_fastq_paths,target_fastq_dir,dataset_rank,repair_error_rank,download_strategy,download_allowed,blocked_reason,repair_priority
GSE121141,SRR8033018,GSM3426817,SRS3924507,SRX4865588,GSM3426817: Lu0608; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6824394600,22747982,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/008/SRR8033018/SRR8033018_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/008/SRR8033018/SRR8033018_2.fastq.gz,a24958f0fb9fd6d067bbfd9a77db51ea;0c72dfba525b8a900e66455d9215da1b,1449801086;1816225448,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,170
GSE121141,SRR8032986,GSM3426795,SRS3924388,SRX4865566,GSM3426795: L0603; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6629756400,22099188,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8032986/SRR8032986_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8032986/SRR8032986_2.fastq.gz,37c72b869e03355bea28b93c27901312;4b6041e2d02014331da5432a15899b77,1571872874;1756472582,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,171
GSE121141,SRR8033004,GSM3426807,SRS3924397,SRX4865578,GSM3426807: L2004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6528424800,21761416,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8033004/SRR8033004_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8033004/SRR8033004_2.fastq.gz,84c1ab2024eec2257295f7f2e7d9eef6;385c77fd2e30d5c248abc74b6ab8dc81,1429568477;1719257651,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,172
GSE121141,SRR8033029,GSM3426825,SRS3924409,SRX4865596,GSM3426825: Lu2003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6514037400,21713458,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8033029/SRR8033029_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8033029/SRR8033029_2.fastq.gz,bdae9f6ec5bdafa65e3613e546f98390;02ee686327c65f16317a11a8f440d609,1427743326;1611180606,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,173
GSE121141,SRR8032971,GSM3426784,SRS3924378,SRX4865555,GSM3426784: H1209; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6384231300,21280771,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8032971/SRR8032971_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8032971/SRR8032971_2.fastq.gz,5963ef0fb1346692145cb873d74cd3b5;53ec27de06ba8953420fd1631574efa7,1442981756;1639636136,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,174
GSE121141,SRR8033005,GSM3426807,SRS3924397,SRX4865578,GSM3426807: L2004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6338424300,21128081,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8033005/SRR8033005_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8033005/SRR8033005_2.fastq.gz,9a3c3f4eee6ee59b6aa266d7f73234a2;db51842e070cce43040fff38cd93861f,1409777201;1688183054,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,175
GSE121141,SRR8032972,GSM3426784,SRS3924378,SRX4865555,GSM3426784: H1209; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6281455800,20938186,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032972/SRR8032972_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032972/SRR8032972_2.fastq.gz,f58e0ad34703b67469b51774dd781095;7093b7613407599c8fa1c4257986bf7a,1408256500;1590564939,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,176
GSE121141,SRR8033017,GSM3426816,SRS3924402,SRX4865587,GSM3426816: Lu0607; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6230904300,20769681,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8033017/SRR8033017_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8033017/SRR8033017_2.fastq.gz,d4e79c016a015ed012bbbdc7e087fdf0;035ade15ffb517e3e4eb8c62879c70bb,1425776044;1772813082,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,177
GSE121141,SRR8032970,GSM3426783,SRS3924375,SRX4865554,GSM3426783: H1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6169390500,20564635,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8032970/SRR8032970_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8032970/SRR8032970_2.fastq.gz,2d2a2130174d7f01b67d83f74e481cec;01271ec078f1b2c09616b0da6084705e,1370683004;1798165208,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,178
GSE121141,SRR8032962,GSM3426777,SRS3924373,SRX4865548,GSM3426777: H0609; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6099184800,20330616,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032962/SRR8032962_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032962/SRR8032962_2.fastq.gz,88cd3eef7bb34f0216245b99fc71d04e;97350a72934d4e072f5a6c59c9ac74ef,1316141901;1565129643,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,179
GSE121141,SRR8033035,GSM3426829,SRS3924410,SRX4865600,GSM3426829: Lu2010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6014414700,20048049,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8033035/SRR8033035_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8033035/SRR8033035_2.fastq.gz,c74e0a8723f2c610dc6edb9cdaf1b175;f10aad8f9b963f419b082e1abd50b43e,1321475181;1720883784,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,180
GSE121141,SRR8033020,GSM3426818,SRS3924403,SRX4865589,GSM3426818: Lu0609; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,6013264200,20044214,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8033020/SRR8033020_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8033020/SRR8033020_2.fastq.gz,77dff3e9ab74c1bbc2c257d82d549200;508d8f587e26c20f2b91f1de2b275d38,1309072134;1660570206,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,181
GSE121141,SRR8032967,GSM3426781,SRS3924376,SRX4865552,GSM3426781: H1204; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5986643700,19955479,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8032967/SRR8032967_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8032967/SRR8032967_2.fastq.gz,3383fe00b7c23f69ceb27f884f0369c3;a27fea509af9169e645b7bbe65d86ec8,1304766463;1596669425,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,182
GSE121141,SRR8032952,GSM3426769,SRS3924367,SRX4865540,GSM3426769: Br3003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5834379900,19447933,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032952/SRR8032952_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032952/SRR8032952_2.fastq.gz,599a6158d6aa6bfb7a8e50426b5c7ecc;5b419dec3f643dae5515872140b7da7d,1295994337;1431761325,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,183
GSE121141,SRR8032969,GSM3426783,SRS3924375,SRX4865554,GSM3426783: H1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5829444000,19431480,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8032969/SRR8032969_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8032969/SRR8032969_2.fastq.gz,3d5ebe293488e18fa5aabef383a53ddd;464e7df0749be3d6cdf8ea1f8c62ad68,1291470016;1628584633,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,184
GSE121141,SRR8033038,GSM3426832,SRS3924411,SRX4865603,GSM3426832: Lu3008; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5683082400,18943608,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/008/SRR8033038/SRR8033038_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/008/SRR8033038/SRR8033038_2.fastq.gz,cadce8dbc69b8cc0b938931af4e4d111;dbf9ee6358ae1048f986200826fcb40e,1248940467;1383098643,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,185
GSE121141,SRR8033034,GSM3426829,SRS3924410,SRX4865600,GSM3426829: Lu2010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5648936100,18829787,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8033034/SRR8033034_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8033034/SRR8033034_2.fastq.gz,c91f171507358a669f3cc430b8d26bf7;a3faeb4bc67ecdaa2f095243d17f1ba9,1237124463;1565198847,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,186
GSE121141,SRR8033019,GSM3426818,SRS3924403,SRX4865589,GSM3426818: Lu0609; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5643079200,18810264,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8033019/SRR8033019_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8033019/SRR8033019_2.fastq.gz,11ea79e41048f944fe7931f3f0a485ac;b4383117a20d83ed67f96caf0ee5a1f5,1227108032;1511358304,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,187
GSE121141,SRR8032987,GSM3426795,SRS3924388,SRX4865566,GSM3426795: L0603; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5618302500,18727675,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8032987/SRR8032987_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8032987/SRR8032987_2.fastq.gz,2517b824d3363875a40e972985138341;15b323cc70417a49ea90223a6c17ed8b,1282767238;1399629195,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,188
GSE121141,SRR8032994,GSM3426800,SRS3924391,SRX4865571,GSM3426800: L1003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5597901300,18659671,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8032994/SRR8032994_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8032994/SRR8032994_2.fastq.gz,cacd87478e10f393d054610e8e128f79;75b2c024c49d90a6a7c91070403ba6d9,1240975761;1501815088,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,189
GSE121141,SRR8032996,GSM3426802,SRS3924393,SRX4865573,GSM3426802: L1204; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5483993700,18279979,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8032996/SRR8032996_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8032996/SRR8032996_2.fastq.gz,49d5bfb5c2290fb8eac5acad596b6f48;f249ec9095e4e6e9f1b5e867d76ca987,1231996285;1350484088,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,190
GSE121141,SRR8032973,GSM3426785,SRS3924380,SRX4865556,GSM3426785: H2003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5445617700,18152059,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8032973/SRR8032973_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8032973/SRR8032973_2.fastq.gz,e5e18fb9a5876c629bf3e7c07fcd5666;196f4ecafb46fe076806b86aa33d330b,1176523328;1456697316,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,191
GSE121141,SRR8032941,GSM3426762,SRS3924362,SRX4865533,GSM3426762: Br1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5407169100,18023897,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8032941/SRR8032941_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8032941/SRR8032941_2.fastq.gz,fae9790e3ec092c7a8f05d57921a6076;0833d2089cfbd345e954f21f88b56a77,1240436914;1358785011,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,192
GSE121141,SRR8032982,GSM3426792,SRS3924385,SRX4865563,GSM3426792: H3008; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5388454200,17961514,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032982/SRR8032982_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032982/SRR8032982_2.fastq.gz,1a3ccafea87a243d3ced5a6e02754c4c;702ccc0172ffd61f1368001fffd345f0,1145422686;1394374226,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,193
GSE121141,SRR8032953,GSM3426769,SRS3924367,SRX4865540,GSM3426769: Br3003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5369933400,17899778,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8032953/SRR8032953_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8032953/SRR8032953_2.fastq.gz,acfadf4cd26415f4b9b98b403464a2a3;a39f26d316e449c5a10d6c1e41fcad9d,1187613820;1316536222,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,194
GSE121141,SRR8032944,GSM3426764,SRS3924364,SRX4865535,GSM3426764: Br2003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5293691100,17645637,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8032944/SRR8032944_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8032944/SRR8032944_2.fastq.gz,045ed5b85a19cd4b0e203f48998dd643;eadec28b569cf0facd2ea5f8fdc8c31b,1211006916;1339558545,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,195
GSE121141,SRR8033039,GSM3426832,SRS3924411,SRX4865603,GSM3426832: Lu3008; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5235076500,17450255,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8033039/SRR8033039_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8033039/SRR8033039_2.fastq.gz,b15db00e1449e70532aec32f92002540;ecf50f6d25bfac359de50903941d18e9,1145122542;1272622388,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,196
GSE121141,SRR8032988,GSM3426796,SRS3924389,SRX4865567,GSM3426796: L0607; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5190685500,17302285,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/008/SRR8032988/SRR8032988_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/008/SRR8032988/SRR8032988_2.fastq.gz,c097dcfd75907f23f2de18e689d6f151;d7e58bcd536f42431ed0f50cff174fe4,1160437331;1275917218,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,197
GSE121141,SRR8033001,GSM3426805,SRS3924395,SRX4865576,GSM3426805: L1209; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5169016200,17230054,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8033001/SRR8033001_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8033001/SRR8033001_2.fastq.gz,0f0aada0dbb2c323369ad7c33c481902;337eb4da3f1c269ab1d584c1bf848dca,1157871731;1264229379,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,198
GSE121141,SRR8032966,GSM3426780,SRS3924377,SRX4865551,GSM3426780: H1203; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5129404200,17098014,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8032966/SRR8032966_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8032966/SRR8032966_2.fastq.gz,c6349355471e409bc97ab71cd12295e2;5e5c079c6df988d4a032be98f8aec284,1122432658;1236130873,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,199
GSE121141,SRR8033000,GSM3426805,SRS3924395,SRX4865576,GSM3426805: L1209; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5089356900,16964523,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8033000/SRR8033000_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/000/SRR8033000/SRR8033000_2.fastq.gz,95ba8ad9d61293e99cee09758df155a1;857bddc7615bc75f27c2e3955292a174,1137545513;1247364145,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,200
GSE121141,SRR8032997,GSM3426802,SRS3924393,SRX4865573,GSM3426802: L1204; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5074880700,16916269,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8032997/SRR8032997_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8032997/SRR8032997_2.fastq.gz,bb5252630d2ecf53acb82cbf6e47f6e9;f51453ff84d80959faf1c5ec3be1e704,1135420519;1248712251,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,201
GSE121141,SRR8032965,GSM3426780,SRS3924377,SRX4865551,GSM3426780: H1203; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5056026600,16853422,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8032965/SRR8032965_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8032965/SRR8032965_2.fastq.gz,c66b430b70f1070047cc888fc2d847e5;d4ab87358c60727b1034f2d319129c31,1104018200;1220865848,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,202
