dataset,run_accession,gsm,sample_accession,experiment_accession,experiment_title,library_strategy,library_source,library_selection,library_layout,local_fastq_count,local_fastq_complete,expected_fastq,latest_log_status,latest_log_failure_count,latest_log_error_class,recommended_repair_action,run_total_bases,run_total_spots
GSE120137,SRR7871490,GSM3394172,SRS3796267,SRX4710569,GSM3394172: Mouse_Adipose_SH001; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2564932976,25395376
GSE120137,SRR7871491,GSM3394173,SRS3796268,SRX4710570,GSM3394173: Mouse_Adipose_SH002; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3988558276,39490676
GSE120137,SRR7871492,GSM3394174,SRS3796269,SRX4710571,GSM3394174: Mouse_Adipose_SH003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3929241784,38903384
GSE120137,SRR7871493,GSM3394175,SRS3796270,SRX4710572,GSM3394175: Mouse_Adipose_SH004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3335595599,33025699
GSE120137,SRR7871494,GSM3394176,SRS3796271,SRX4710573,GSM3394176: Mouse_Adipose_SH005; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2502848377,24780677
GSE120137,SRR7871495,GSM3394177,SRS3796272,SRX4710574,GSM3394177: Mouse_Adipose_SH006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4614987142,45692942
GSE120137,SRR7871496,GSM3394178,SRS3796273,SRX4710575,GSM3394178: Mouse_Adipose_SH007; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),,,not_needed,already has expected FASTQ files,4306731910,42640910
GSE120137,SRR7871497,GSM3394179,SRS3796274,SRX4710576,GSM3394179: Mouse_Adipose_SH008; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4160938309,41197409
GSE120137,SRR7871498,GSM3394180,SRS3796275,SRX4710577,GSM3394180: Mouse_Adipose_SH009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3966098199,39268299
GSE120137,SRR7871499,GSM3394181,SRS3796276,SRX4710578,GSM3394181: Mouse_Adipose_SH010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4000050561,39604461
GSE120137,SRR7871500,GSM3394182,SRS3796277,SRX4710579,GSM3394182: Mouse_Adipose_SH011; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4910696962,48620762
GSE120137,SRR7871501,GSM3394183,SRS3796278,SRX4710580,GSM3394183: Mouse_Adipose_SH012; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3125605186,30946586
GSE120137,SRR7871502,GSM3394184,SRS3796279,SRX4710581,GSM3394184: Mouse_Adipose_SH013; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3357014063,33237763
GSE120137,SRR7871503,GSM3394185,SRS3796280,SRX4710582,GSM3394185: Mouse_Adipose_SH014; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3465970439,34316539
GSE120137,SRR7871504,GSM3394186,SRS3796281,SRX4710583,GSM3394186: Mouse_Adipose_SH015; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2708994831,26821731
GSE120137,SRR7871505,GSM3394187,SRS3796282,SRX4710584,GSM3394187: Mouse_Adipose_SH016; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3833659323,37957023
GSE120137,SRR7871506,GSM3394188,SRS3796284,SRX4710585,GSM3394188: Mouse_Adipose_SH017; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3405404779,33716879
GSE120137,SRR7871507,GSM3394189,SRS3796283,SRX4710586,GSM3394189: Mouse_Adipose_SH018; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3348063443,33149143
GSE120137,SRR7871508,GSM3394190,SRS3796285,SRX4710587,GSM3394190: Mouse_Adipose_SH019; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3411551437,33777737
GSE120137,SRR7871509,GSM3394191,SRS3796287,SRX4710588,GSM3394191: Mouse_Adipose_SH020; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3205236111,31735011
GSE120137,SRR7871510,GSM3394192,SRS3796288,SRX4710589,GSM3394192: Mouse_Adipose_SH021; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3352016987,33188287
GSE120137,SRR7871511,GSM3394193,SRS3796286,SRX4710590,GSM3394193: Mouse_Adipose_SH022; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3240829925,32087425
GSE120137,SRR7871512,GSM3394194,SRS3796289,SRX4710591,GSM3394194: Mouse_Adipose_SH023; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2384693325,23610825
GSE120137,SRR7871513,GSM3394195,SRS3796290,SRX4710592,GSM3394195: Mouse_Adipose_SH024; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3540057575,35050075
GSE120137,SRR7871514,GSM3394196,SRS3796291,SRX4710593,GSM3394196: Mouse_Adipose_SH025; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2987133479,29575579
GSE120137,SRR7871515,GSM3394197,SRS3796292,SRX4710594,GSM3394197: Mouse_Adipose_SH026; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3486497073,34519773
GSE120137,SRR7871516,GSM3394198,SRS3796293,SRX4710595,GSM3394198: Mouse_Adipose_SH027; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2554668245,25293745
GSE120137,SRR7871517,GSM3394199,SRS3796294,SRX4710596,GSM3394199: Mouse_Adipose_SH028; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2814673555,27868055
GSE120137,SRR7871518,GSM3394200,SRS3796295,SRX4710597,GSM3394200: Mouse_Adipose_SH029; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2992135807,29625107
GSE120137,SRR7871519,GSM3394201,SRS3796296,SRX4710598,GSM3394201: Mouse_Adipose_SH030; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2672299309,26458409
GSE120137,SRR7871520,GSM3394202,SRS3796297,SRX4710599,GSM3394202: Mouse_Adipose_SH031; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3112929888,30821088
GSE120137,SRR7871521,GSM3394203,SRS3796298,SRX4710600,GSM3394203: Mouse_Adipose_SH032; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3477272541,34428441
GSE120137,SRR7871522,GSM3394204,SRS3796299,SRX4710601,GSM3394204: Mouse_Adipose_SH033; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1932699034,19135634
GSE120137,SRR7871523,GSM3394205,SRS3796300,SRX4710602,GSM3394205: Mouse_Adipose_SH034; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3550487138,35153338
GSE120137,SRR7871524,GSM3394206,SRS3796301,SRX4710603,GSM3394206: Mouse_Adipose_SH035; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1897353175,18785675
GSE120137,SRR7871525,GSM3394207,SRS3796302,SRX4710604,GSM3394207: Mouse_Adipose_SH036; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2255277480,22329480
GSE120137,SRR7871526,GSM3394208,SRS3796303,SRX4710605,GSM3394208: Mouse_Adipose_SH037; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2248485634,22262234
GSE120137,SRR7871527,GSM3394209,SRS3796304,SRX4710606,GSM3394209: Mouse_Adipose_SH038; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4398041263,43544963
GSE120137,SRR7871528,GSM3394210,SRS3796305,SRX4710607,GSM3394210: Mouse_Adipose_SH039; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2316903741,22939641
GSE120137,SRR7871529,GSM3394211,SRS3796306,SRX4710608,GSM3394211: Mouse_Adipose_SH040; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3671929437,36355737
GSE120137,SRR7871530,GSM3394212,SRS3796307,SRX4710609,GSM3394212: Mouse_Adipose_SH041; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2954933568,29256768
GSE120137,SRR7871531,GSM3394213,SRS3796308,SRX4710610,GSM3394213: Mouse_Adipose_SH042; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2882027930,28534930
GSE120137,SRR7871532,GSM3394214,SRS3796309,SRX4710611,GSM3394214: Mouse_Adipose_SH043; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2810275005,27824505
GSE120137,SRR7871533,GSM3394215,SRS3796311,SRX4710612,GSM3394215: Mouse_Adipose_SH044; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2878710282,28502082
GSE120137,SRR7871534,GSM3394216,SRS3796310,SRX4710613,GSM3394216: Mouse_Adipose_SH045; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1738236361,17210261
GSE120137,SRR7871535,GSM3394217,SRS3796312,SRX4710614,GSM3394217: Mouse_Adipose_SH046; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2772943486,27454886
GSE120137,SRR7871536,GSM3394218,SRS3796313,SRX4710615,GSM3394218: Mouse_Adipose_SH047; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2754844488,27275688
GSE120137,SRR7871537,GSM3394219,SRS3796314,SRX4710616,GSM3394219: Mouse_Adipose_SH048; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3189851185,31582685
GSE120137,SRR7871538,GSM3394220,SRS3796315,SRX4710617,GSM3394220: Mouse_Adipose_SH049; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4186185986,41447386
GSE120137,SRR7871539,GSM3394221,SRS3796316,SRX4710618,GSM3394221: Mouse_Adipose_SH050; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4211576174,41698774
GSE120137,SRR7871540,GSM3394222,SRS3796317,SRX4710619,GSM3394222: Mouse_Adipose_SH051; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3887873699,38493799
GSE120137,SRR7871541,GSM3394223,SRS3796318,SRX4710620,GSM3394223: Mouse_Adipose_SH052; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3582162152,35466952
GSE120137,SRR7871542,GSM3394224,SRS3796319,SRX4710621,GSM3394224: Mouse_Adipose_SH053; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2741412296,27142696
GSE120137,SRR7871543,GSM3394225,SRS3796321,SRX4710622,GSM3394225: Mouse_Adipose_SH054; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4350006572,43069372
GSE120137,SRR7871544,GSM3394226,SRS3796320,SRX4710623,GSM3394226: Mouse_Adipose_SH055; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,3456901245,34226745
GSE120137,SRR7871545,GSM3394227,SRS3796322,SRX4710624,GSM3394227: Mouse_Adipose_SH056; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,4288342133,42458833
GSE120137,SRR7871546,GSM3394228,SRS3796323,SRX4710625,GSM3394228: Mouse_Blood_SH001; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),failed,8,orphan_lock_retry,"after confirming no active prefetch/fasterq process for this run, remove orphan .sra.lock in SSD cache and rerun prefetch/fasterq; if repeated, ENA FASTQ fallback",4126668504,40858104
GSE120137,SRR7871547,GSM3394229,SRS3796324,SRX4710626,GSM3394229: Mouse_Blood_SH005; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),failed,8,orphan_lock_retry,"after confirming no active prefetch/fasterq process for this run, remove orphan .sra.lock in SSD cache and rerun prefetch/fasterq; if repeated, ENA FASTQ fallback",2504284395,24794895
GSE120137,SRR7871548,GSM3394230,SRS3796325,SRX4710627,GSM3394230: Mouse_Blood_SH006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),failed,8,orphan_lock_retry,"after confirming no active prefetch/fasterq process for this run, remove orphan .sra.lock in SSD cache and rerun prefetch/fasterq; if repeated, ENA FASTQ fallback",3964907712,39256512
GSE120137,SRR7871549,GSM3394231,SRS3796326,SRX4710628,GSM3394231: Mouse_Blood_SH007; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),failed,8,orphan_lock_retry,"after confirming no active prefetch/fasterq process for this run, remove orphan .sra.lock in SSD cache and rerun prefetch/fasterq; if repeated, ENA FASTQ fallback",3793138426,37555826
GSE120137,SRR7871550,GSM3394232,SRS3796328,SRX4710629,GSM3394232: Mouse_Blood_SH008; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2609662846,25838246
GSE120137,SRR7871551,GSM3394233,SRS3796327,SRX4710630,GSM3394233: Mouse_Blood_SH009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1210994040,11990040
GSE120137,SRR7871552,GSM3394234,SRS3796329,SRX4710631,GSM3394234: Mouse_Blood_SH010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1187458212,11757012
GSE120137,SRR7871553,GSM3394235,SRS3796330,SRX4710632,GSM3394235: Mouse_Blood_SH011; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1057189523,10467223
GSE120137,SRR7871554,GSM3394236,SRS3796331,SRX4710633,GSM3394236: Mouse_Blood_SH012; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1563444246,15479646
GSE120137,SRR7871555,GSM3394237,SRS3796332,SRX4710634,GSM3394237: Mouse_Blood_SH013; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1054046403,10436103
GSE120137,SRR7871556,GSM3394238,SRS3796333,SRX4710635,GSM3394238: Mouse_Blood_SH014; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1333494819,13202919
GSE120137,SRR7871557,GSM3394239,SRS3796334,SRX4710636,GSM3394239: Mouse_Blood_SH015; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1103385307,10924607
GSE120137,SRR7871558,GSM3394240,SRS3796335,SRX4710637,GSM3394240: Mouse_Blood_SH016; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,925642174,9164774
GSE120137,SRR7871559,GSM3394241,SRS3796336,SRX4710638,GSM3394241: Mouse_Blood_SH017; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3654627632,36184432
GSE120137,SRR7871560,GSM3394242,SRS3796338,SRX4710639,GSM3394242: Mouse_Blood_SH018; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2540541880,25153880
GSE120137,SRR7871561,GSM3394243,SRS3796337,SRX4710640,GSM3394243: Mouse_Blood_SH019; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1839164146,18209546
GSE120137,SRR7871562,GSM3394244,SRS3796339,SRX4710641,GSM3394244: Mouse_Blood_SH020; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3691722811,36551711
GSE120137,SRR7871563,GSM3394245,SRS3796341,SRX4710642,GSM3394245: Mouse_Blood_SH030; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4078089928,40377128
GSE120137,SRR7871564,GSM3394246,SRS3796340,SRX4710643,GSM3394246: Mouse_Blood_SH033; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3426071500,33921500
GSE120137,SRR7871565,GSM3394247,SRS3796343,SRX4710644,GSM3394247: Mouse_Blood_SH034; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3649050008,36129208
GSE120137,SRR7871566,GSM3394248,SRS3796344,SRX4710645,GSM3394248: Mouse_Blood_SH035; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3119824956,30889356
GSE120137,SRR7871567,GSM3394249,SRS3796342,SRX4710646,GSM3394249: Mouse_Blood_SH036; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2206829598,21849798
GSE120137,SRR7871568,GSM3394250,SRS3796345,SRX4710647,GSM3394250: Mouse_Blood_SH037; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3743459859,37063959
GSE120137,SRR7871569,GSM3394251,SRS3796346,SRX4710648,GSM3394251: Mouse_Blood_SH038; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3144572279,31134379
GSE120137,SRR7871570,GSM3394252,SRS3796347,SRX4710649,GSM3394252: Mouse_Blood_SH039; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3099015118,30683318
GSE120137,SRR7871571,GSM3394253,SRS3796348,SRX4710650,GSM3394253: Mouse_Blood_SH040; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4998281031,49487931
