dataset,run_accession,gsm,sample_accession,experiment_accession,experiment_title,library_strategy,library_source,library_selection,library_layout,local_fastq_count,local_fastq_complete,expected_fastq,latest_log_status,latest_log_failure_count,latest_log_error_class,recommended_repair_action,run_total_bases,run_total_spots
GSE120137,SRR7871634,GSM3394316,SRS3796410,SRX4710713,GSM3394316: Mouse_Kidney_SH017; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2046416752,20261552
GSE120137,SRR7871635,GSM3394317,SRS3796411,SRX4710714,GSM3394317: Mouse_Kidney_SH018; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,905298653,8963353
GSE120137,SRR7871636,GSM3394318,SRS3796412,SRX4710715,GSM3394318: Mouse_Kidney_SH019; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1794647184,17768784
GSE120137,SRR7871637,GSM3394319,SRS3796413,SRX4710716,GSM3394319: Mouse_Kidney_SH020; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1760679773,17432473
GSE120137,SRR7871638,GSM3394320,SRS3796414,SRX4710717,GSM3394320: Mouse_Kidney_SH021; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1599514073,15836773
GSE120137,SRR7871639,GSM3394321,SRS3796416,SRX4710718,GSM3394321: Mouse_Kidney_SH022; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1165700994,11541594
GSE120137,SRR7871640,GSM3394322,SRS3796415,SRX4710719,GSM3394322: Mouse_Kidney_SH023; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1230467547,12182847
GSE120137,SRR7871641,GSM3394323,SRS3796417,SRX4710720,GSM3394323: Mouse_Kidney_SH024; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1443809645,14295145
GSE120137,SRR7871642,GSM3394324,SRS3796418,SRX4710721,GSM3394324: Mouse_Kidney_SH025; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,985436901,9756801
GSE120137,SRR7871643,GSM3394325,SRS3796419,SRX4710722,GSM3394325: Mouse_Kidney_SH026; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1090626785,10798285
GSE120137,SRR7871644,GSM3394326,SRS3796421,SRX4710723,GSM3394326: Mouse_Kidney_SH027; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1482820289,14681389
GSE120137,SRR7871645,GSM3394327,SRS3796422,SRX4710724,GSM3394327: Mouse_Kidney_SH029; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1265536565,12530065
GSE120137,SRR7871646,GSM3394328,SRS3796424,SRX4710725,GSM3394328: Mouse_Kidney_SH030; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1121997890,11108890
GSE120137,SRR7871647,GSM3394329,SRS3796420,SRX4710726,GSM3394329: Mouse_Kidney_SH031; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1053185277,10427577
GSE120137,SRR7871648,GSM3394330,SRS3796423,SRX4710727,GSM3394330: Mouse_Kidney_SH032; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1238199804,12259404
GSE120137,SRR7871649,GSM3394331,SRS3796425,SRX4710728,GSM3394331: Mouse_Kidney_SH033; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1084185611,10734511
GSE120137,SRR7871650,GSM3394332,SRS3796429,SRX4710729,GSM3394332: Mouse_Kidney_SH034; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1212665489,12006589
GSE120137,SRR7871651,GSM3394333,SRS3796428,SRX4710730,GSM3394333: Mouse_Kidney_SH035; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1595327825,15795325
GSE120137,SRR7871652,GSM3394334,SRS3796426,SRX4710731,GSM3394334: Mouse_Kidney_SH036; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,929526028,9203228
GSE120137,SRR7871653,GSM3394335,SRS3796427,SRX4710732,GSM3394335: Mouse_Kidney_SH037; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1359482523,13460223
GSE120137,SRR7871654,GSM3394336,SRS3796430,SRX4710733,GSM3394336: Mouse_Kidney_SH038; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1166260433,11547133
GSE120137,SRR7871655,GSM3394337,SRS3796431,SRX4710734,GSM3394337: Mouse_Kidney_SH039; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,863889461,8553361
GSE120137,SRR7871656,GSM3394338,SRS3796432,SRX4710735,GSM3394338: Mouse_Kidney_SH040; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,883866352,8751152
GSE120137,SRR7871657,GSM3394339,SRS3796433,SRX4710736,GSM3394339: Mouse_Kidney_SH041; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,739041442,7317242
GSE120137,SRR7871658,GSM3394340,SRS3796434,SRX4710737,GSM3394340: Mouse_Kidney_SH042; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,907535500,8985500
GSE120137,SRR7871659,GSM3394341,SRS3796435,SRX4710738,GSM3394341: Mouse_Kidney_SH043; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1237572392,12253192
GSE120137,SRR7871660,GSM3394342,SRS3796436,SRX4710739,GSM3394342: Mouse_Kidney_SH044; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,604746388,5987588
GSE120137,SRR7871661,GSM3394343,SRS3796437,SRX4710740,GSM3394343: Mouse_Kidney_SH045; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1170732612,11591412
GSE120137,SRR7871662,GSM3394344,SRS3796438,SRX4710741,GSM3394344: Mouse_Kidney_SH046; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,846470496,8380896
GSE120137,SRR7871663,GSM3394345,SRS3796439,SRX4710742,GSM3394345: Mouse_Kidney_SH047; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,883558605,8748105
GSE120137,SRR7871664,GSM3394346,SRS3796441,SRX4710743,GSM3394346: Mouse_Kidney_SH048; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,696763448,6898648
GSE120137,SRR7871665,GSM3394347,SRS3796440,SRX4710744,GSM3394347: Mouse_Kidney_SH049; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,533913169,5286269
GSE120137,SRR7871666,GSM3394348,SRS3796442,SRX4710745,GSM3394348: Mouse_Kidney_SH050; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,845184160,8368160
GSE120137,SRR7871667,GSM3394349,SRS3796443,SRX4710746,GSM3394349: Mouse_Kidney_SH051; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1303923433,12910133
GSE120137,SRR7871668,GSM3394350,SRS3796444,SRX4710747,GSM3394350: Mouse_Kidney_SH053; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,973766856,9641256
GSE120137,SRR7871669,GSM3394351,SRS3796445,SRX4710748,GSM3394351: Mouse_Kidney_SH054; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,867403756,8588156
GSE120137,SRR7871670,GSM3394352,SRS3796447,SRX4710749,GSM3394352: Mouse_Kidney_SH055; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,899190779,8902879
GSE120137,SRR7871671,GSM3394353,SRS3796446,SRX4710750,GSM3394353: Mouse_Kidney_SH056; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,980195102,9704902
GSE120137,SRR7871672,GSM3394354,SRS3796449,SRX4710751,GSM3394354: Mouse_Liver_SH001; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3127223509,30962609
GSE120137,SRR7871673,GSM3394355,SRS3796450,SRX4710752,GSM3394355: Mouse_Liver_SH002; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1607374801,22778925
GSE120137,SRR7871674,GSM3394356,SRS3796448,SRX4710753,GSM3394356: Mouse_Liver_SH003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2458068613,24337313
GSE120137,SRR7871675,GSM3394357,SRS3796452,SRX4710754,GSM3394357: Mouse_Liver_SH004; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1535315746,15201146
GSE120137,SRR7871676,GSM3394358,SRS3796451,SRX4710755,GSM3394358: Mouse_Liver_SH005; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2068856528,20483728
GSE120137,SRR7871677,GSM3394359,SRS3796453,SRX4710756,GSM3394359: Mouse_Liver_SH006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1106902430,10959430
GSE120137,SRR7871678,GSM3394360,SRS3796454,SRX4710757,GSM3394360: Mouse_Liver_SH007; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2103100174,20822774
GSE120137,SRR7871679,GSM3394361,SRS3796455,SRX4710758,GSM3394361: Mouse_Liver_SH008; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1908918685,18900185
GSE120137,SRR7871680,GSM3394362,SRS3796456,SRX4710759,GSM3394362: Mouse_Liver_SH009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5153636100,51026100
GSE120137,SRR7871681,GSM3394363,SRS3796457,SRX4710760,GSM3394363: Mouse_Liver_SH010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2204023212,21822012
GSE120137,SRR7871682,GSM3394364,SRS3796458,SRX4710761,GSM3394364: Mouse_Liver_SH011; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1260999948,12485148
GSE120137,SRR7871683,GSM3394365,SRS3796459,SRX4710762,GSM3394365: Mouse_Liver_SH012; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1014366432,10043232
GSE120137,SRR7871684,GSM3394366,SRS3796461,SRX4710763,GSM3394366: Mouse_Liver_SH013; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3651393612,36152412
GSE120137,SRR7871685,GSM3394367,SRS3796460,SRX4710764,GSM3394367: Mouse_Liver_SH014; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2398944728,23751928
GSE120137,SRR7871686,GSM3394368,SRS3796463,SRX4710765,GSM3394368: Mouse_Liver_SH015; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2262732492,22403292
GSE120137,SRR7871687,GSM3394369,SRS3796462,SRX4710766,GSM3394369: Mouse_Liver_SH016; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1347593712,13342512
GSE120137,SRR7871688,GSM3394370,SRS3796464,SRX4710767,GSM3394370: Mouse_Liver_SH017; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1317964150,13049150
GSE120137,SRR7871689,GSM3394371,SRS3796466,SRX4710768,GSM3394371: Mouse_Liver_SH018; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1374722716,13611116
GSE120137,SRR7871690,GSM3394372,SRS3796465,SRX4710769,GSM3394372: Mouse_Liver_SH019; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3571341214,35359814
GSE120137,SRR7871691,GSM3394373,SRS3796467,SRX4710770,GSM3394373: Mouse_Liver_SH020; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2054398782,20340582
GSE120137,SRR7871692,GSM3394374,SRS3796468,SRX4710771,GSM3394374: Mouse_Liver_SH021; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4141154328,41001528
GSE120137,SRR7871693,GSM3394375,SRS3796469,SRX4710772,GSM3394375: Mouse_Liver_SH022; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1915738104,18967704
GSE120137,SRR7871694,GSM3394376,SRS3796470,SRX4710773,GSM3394376: Mouse_Liver_SH023; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1487419324,14726924
GSE120137,SRR7871695,GSM3394377,SRS3796471,SRX4710774,GSM3394377: Mouse_Liver_SH024; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1673954406,16573806
GSE120137,SRR7871696,GSM3394378,SRS3796472,SRX4710775,GSM3394378: Mouse_Liver_SH025; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1815680673,25706245
GSE120137,SRR7871697,GSM3394379,SRS3796473,SRX4710776,GSM3394379: Mouse_Liver_SH026; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2496902574,35208094
GSE120137,SRR7871698,GSM3394380,SRS3796474,SRX4710777,GSM3394380: Mouse_Liver_SH027; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2100763539,20799639
GSE120137,SRR7871699,GSM3394381,SRS3796475,SRX4710778,GSM3394381: Mouse_Liver_SH028; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2404439936,23806336
GSE120137,SRR7871700,GSM3394382,SRS3796476,SRX4710779,GSM3394382: Mouse_Liver_SH029; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2094397509,20736609
GSE120137,SRR7871701,GSM3394383,SRS3796479,SRX4710780,GSM3394383: Mouse_Liver_SH030; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2014006155,19940655
GSE120137,SRR7871702,GSM3394384,SRS3796478,SRX4710781,GSM3394384: Mouse_Liver_SH031; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2139480879,21182979
GSE120137,SRR7871703,GSM3394385,SRS3796477,SRX4710782,GSM3394385: Mouse_Liver_SH032; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2066570494,20461094
GSE120137,SRR7871704,GSM3394386,SRS3796480,SRX4710783,GSM3394386: Mouse_Liver_SH033; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2039206867,20190167
GSE120137,SRR7871705,GSM3394387,SRS3796481,SRX4710784,GSM3394387: Mouse_Liver_SH034; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1160378900,11488900
GSE120137,SRR7871706,GSM3394388,SRS3796482,SRX4710785,GSM3394388: Mouse_Liver_SH035; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1388294793,13745493
GSE120137,SRR7871707,GSM3394389,SRS3796484,SRX4710786,GSM3394389: Mouse_Liver_SH036; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1147903077,11365377
GSE120137,SRR7871708,GSM3394390,SRS3796485,SRX4710787,GSM3394390: Mouse_Liver_SH037; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1119811442,11087242
GSE120137,SRR7871709,GSM3394391,SRS3796486,SRX4710788,GSM3394391: Mouse_Liver_SH038; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1272394364,12597964
GSE120137,SRR7871710,GSM3394392,SRS3796488,SRX4710789,GSM3394392: Mouse_Liver_SH039; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1164765431,11532331
GSE120137,SRR7871711,GSM3394393,SRS3796487,SRX4710790,GSM3394393: Mouse_Liver_SH040; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1160886425,11493925
GSE120137,SRR7871712,GSM3394394,SRS3796490,SRX4710791,GSM3394394: Mouse_Liver_SH041; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,914836790,9057790
GSE120137,SRR7871713,GSM3394395,SRS3796489,SRX4710792,GSM3394395: Mouse_Liver_SH042; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,1247107095,12347595
GSE120137,SRR7871714,GSM3394396,SRS3796492,SRX4710793,GSM3394396: Mouse_Liver_SH043; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2646912757,26207057
GSE120137,SRR7871715,GSM3394397,SRS3796491,SRX4710794,GSM3394397: Mouse_Liver_SH044; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,1,True,single FASTQ (any run-prefixed FASTQ),completed,0,not_needed,already has expected FASTQ files,2532060607,25069907
GSE120137,SRR7871716,GSM3394398,SRS3796493,SRX4710795,GSM3394398: Mouse_Liver_SH045; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,SINGLE,0,False,single FASTQ (any run-prefixed FASTQ),,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4595168518,45496718
