target_id,target_kind,label_column,positive_label,negative_label,dataset_scope,include_values,min_total,min_class_count,min_groups,recommended_local_model,primary_metric,priority,biological_question
age_weeks,regression,age_days,,,all,,120,0,2,ridge,mae_weeks,primary,Chronological age anchor for biological-age residuals and cross-dataset methylation aging signals
