dataset,run_accession,local_fastq_files,local_fastq_count,local_size_bytes,mates_present,sample_id,library_layout,library_strategy,library_selection,sample_accession,experiment_accession,experiment_title,biosample,bioproject,run_total_bases,metadata_status
GSE120137,SRR7872190,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872190_2.fastq,1,1947543912,2,GSM3394701,SINGLE,Bisulfite-Seq,RANDOM,SRS3796796,SRX4711098,GSM3394701: GES15-05029-981; Mus musculus; Bisulfite-Seq,SAMN10085629,PRJNA491712,129912282,mapped
GSE120137,SRR7872191,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872191.fastq,1,7496161510,,GSM3394702,SINGLE,Bisulfite-Seq,RANDOM,SRS3796797,SRX4711099,GSM3394702: GES15-05030-1029; Mus musculus; Bisulfite-Seq,SAMN10085628,PRJNA491712,2129924500,mapped
GSE120137,SRR7872192,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872192_2.fastq,1,1915086128,2,GSM3394702,SINGLE,Bisulfite-Seq,RANDOM,SRS3796797,SRX4711099,GSM3394702: GES15-05030-1029; Mus musculus; Bisulfite-Seq,SAMN10085628,PRJNA491712,127795470,mapped
GSE120137,SRR7872193,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872193.fastq,1,5767520188,,GSM3394703,SINGLE,Bisulfite-Seq,RANDOM,SRS3796798,SRX4711100,GSM3394703: GES15-05031-1070; Mus musculus; Bisulfite-Seq,SAMN10085627,PRJNA491712,1640201600,mapped
GSE120137,SRR7872194,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872194_2.fastq,1,1464541060,2,GSM3394703,SINGLE,Bisulfite-Seq,RANDOM,SRS3796798,SRX4711100,GSM3394703: GES15-05031-1070; Mus musculus; Bisulfite-Seq,SAMN10085627,PRJNA491712,98412096,mapped
GSE120137,SRR7872195,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872195.fastq,1,7673942392,,GSM3394704,SINGLE,Bisulfite-Seq,RANDOM,SRS3796799,SRX4711101,GSM3394704: GES15-05032-1312; Mus musculus; Bisulfite-Seq,SAMN10085626,PRJNA491712,2180287000,mapped
GSE120137,SRR7872196,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872196_2.fastq,1,1961419628,2,GSM3394704,SINGLE,Bisulfite-Seq,RANDOM,SRS3796799,SRX4711101,GSM3394704: GES15-05032-1312; Mus musculus; Bisulfite-Seq,SAMN10085626,PRJNA491712,130817220,mapped
GSE120137,SRR7872197,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872197.fastq,1,7911498048,,GSM3394705,SINGLE,Bisulfite-Seq,RANDOM,SRS3796800,SRX4711102,GSM3394705: GES15-05033-922; Mus musculus; Bisulfite-Seq,SAMN10085625,PRJNA491712,2247583400,mapped
GSE120137,SRR7872198,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872198_2.fastq,1,2023332316,2,GSM3394705,SINGLE,Bisulfite-Seq,RANDOM,SRS3796800,SRX4711102,GSM3394705: GES15-05033-922; Mus musculus; Bisulfite-Seq,SAMN10085625,PRJNA491712,134855004,mapped
GSE120137,SRR7872200,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872200_2.fastq,1,1988783372,2,GSM3394706,SINGLE,Bisulfite-Seq,RANDOM,SRS3796801,SRX4711103,GSM3394706: GES15-05034-953; Mus musculus; Bisulfite-Seq,SAMN10085624,PRJNA491712,132601812,mapped
GSE120137,SRR7872201,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872201.fastq,1,7233845232,,GSM3394707,SINGLE,Bisulfite-Seq,RANDOM,SRS3796802,SRX4711104,GSM3394707: GES15-05035-967; Mus musculus; Bisulfite-Seq,SAMN10085623,PRJNA491712,2055606300,mapped
GSE120137,SRR7872202,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872202_2.fastq,1,1846713384,2,GSM3394707,SINGLE,Bisulfite-Seq,RANDOM,SRS3796802,SRX4711104,GSM3394707: GES15-05035-967; Mus musculus; Bisulfite-Seq,SAMN10085623,PRJNA491712,123336378,mapped
GSE120137,SRR7872203,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872203.fastq,1,5375559222,,GSM3394708,SINGLE,Bisulfite-Seq,RANDOM,SRS3796803,SRX4711105,GSM3394708: GES15-05036-1003; Mus musculus; Bisulfite-Seq,SAMN10085622,PRJNA491712,1529163500,mapped
GSE120137,SRR7872204,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872204_2.fastq,1,1362386008,2,GSM3394708,SINGLE,Bisulfite-Seq,RANDOM,SRS3796803,SRX4711105,GSM3394708: GES15-05036-1003; Mus musculus; Bisulfite-Seq,SAMN10085622,PRJNA491712,91749810,mapped
GSE120137,SRR7872205,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872205.fastq,1,7575892170,,GSM3394709,SINGLE,Bisulfite-Seq,RANDOM,SRS3796804,SRX4711106,GSM3394709: GES15-05037-1020; Mus musculus; Bisulfite-Seq,SAMN10085621,PRJNA491712,2152509300,mapped
GSE120137,SRR7872206,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872206_2.fastq,1,1935864144,2,GSM3394709,SINGLE,Bisulfite-Seq,RANDOM,SRS3796804,SRX4711106,GSM3394709: GES15-05037-1020; Mus musculus; Bisulfite-Seq,SAMN10085621,PRJNA491712,129150558,mapped
GSE120137,SRR7872207,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872207.fastq,1,6984495738,,GSM3394710,SINGLE,Bisulfite-Seq,RANDOM,SRS3796805,SRX4711107,GSM3394710: GES15-05038-1046; Mus musculus; Bisulfite-Seq,SAMN10085620,PRJNA491712,1984968200,mapped
GSE120137,SRR7872208,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872208_2.fastq,1,1781726332,2,GSM3394710,SINGLE,Bisulfite-Seq,RANDOM,SRS3796805,SRX4711107,GSM3394710: GES15-05038-1046; Mus musculus; Bisulfite-Seq,SAMN10085620,PRJNA491712,119098092,mapped
GSE120137,SRR7872209,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872209.fastq,1,6961735314,,GSM3394711,SINGLE,Bisulfite-Seq,RANDOM,SRS3796806,SRX4711108,GSM3394711: GES15-05039-1179; Mus musculus; Bisulfite-Seq,SAMN10085619,PRJNA491712,1978521400,mapped
GSE120137,SRR7872210,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872210_2.fastq,1,1775795276,2,GSM3394711,SINGLE,Bisulfite-Seq,RANDOM,SRS3796806,SRX4711108,GSM3394711: GES15-05039-1179; Mus musculus; Bisulfite-Seq,SAMN10085619,PRJNA491712,118711284,mapped
GSE120137,SRR7872211,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872211.fastq,1,5406652868,,GSM3394712,SINGLE,Bisulfite-Seq,RANDOM,SRS3796807,SRX4711109,GSM3394712: GES15-05040-1306; Mus musculus; Bisulfite-Seq,SAMN10085618,PRJNA491712,1537972600,mapped
GSE120137,SRR7872212,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872212_2.fastq,1,1370490380,2,GSM3394712,SINGLE,Bisulfite-Seq,RANDOM,SRS3796807,SRX4711109,GSM3394712: GES15-05040-1306; Mus musculus; Bisulfite-Seq,SAMN10085618,PRJNA491712,92278356,mapped
GSE120137,SRR7872213,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872213.fastq,1,6733650002,,GSM3394713,SINGLE,Bisulfite-Seq,RANDOM,SRS3796809,SRX4711110,GSM3394713: GES15-05041-958; Mus musculus; Bisulfite-Seq,SAMN10085617,PRJNA491712,1913904100,mapped
GSE120137,SRR7872214,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872214_2.fastq,1,1716347360,2,GSM3394713,SINGLE,Bisulfite-Seq,RANDOM,SRS3796809,SRX4711110,GSM3394713: GES15-05041-958; Mus musculus; Bisulfite-Seq,SAMN10085617,PRJNA491712,114834246,mapped
GSE120137,SRR7872215,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872215.fastq,1,7993141084,,GSM3394714,SINGLE,Bisulfite-Seq,RANDOM,SRS3796808,SRX4711111,GSM3394714: GES15-05042-996; Mus musculus; Bisulfite-Seq,SAMN10085616,PRJNA491712,2270709900,mapped
GSE120137,SRR7872216,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872216_2.fastq,1,2044608696,2,GSM3394714,SINGLE,Bisulfite-Seq,RANDOM,SRS3796808,SRX4711111,GSM3394714: GES15-05042-996; Mus musculus; Bisulfite-Seq,SAMN10085616,PRJNA491712,136242594,mapped
GSE120137,SRR7872217,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872217.fastq,1,6823771222,,GSM3394715,SINGLE,Bisulfite-Seq,RANDOM,SRS3796810,SRX4711112,GSM3394715: GES15-05043-1000; Mus musculus; Bisulfite-Seq,SAMN10085615,PRJNA491712,1939431000,mapped
GSE120137,SRR7872218,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872218_2.fastq,1,1739832108,2,GSM3394715,SINGLE,Bisulfite-Seq,RANDOM,SRS3796810,SRX4711112,GSM3394715: GES15-05043-1000; Mus musculus; Bisulfite-Seq,SAMN10085615,PRJNA491712,116365860,mapped
GSE120137,SRR7872219,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872219.fastq,1,7417432574,,GSM3394716,SINGLE,Bisulfite-Seq,RANDOM,SRS3796811,SRX4711113,GSM3394716: GES15-05044-1162; Mus musculus; Bisulfite-Seq,SAMN10085614,PRJNA491712,2107619500,mapped
GSE120137,SRR7872220,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872220_2.fastq,1,1894565528,2,GSM3394716,SINGLE,Bisulfite-Seq,RANDOM,SRS3796811,SRX4711113,GSM3394716: GES15-05044-1162; Mus musculus; Bisulfite-Seq,SAMN10085614,PRJNA491712,126457170,mapped
GSE120137,SRR7872221,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872221.fastq,1,8967383666,,GSM3394717,SINGLE,Bisulfite-Seq,RANDOM,SRS3796814,SRX4711114,GSM3394717: GES15-05045-1165; Mus musculus; Bisulfite-Seq,SAMN10085613,PRJNA491712,2546709500,mapped
GSE120137,SRR7872222,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872222_2.fastq,1,2298528328,2,GSM3394717,SINGLE,Bisulfite-Seq,RANDOM,SRS3796814,SRX4711114,GSM3394717: GES15-05045-1165; Mus musculus; Bisulfite-Seq,SAMN10085613,PRJNA491712,152802570,mapped
GSE120137,SRR7872223,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872223.fastq,1,8379248860,,GSM3394718,SINGLE,Bisulfite-Seq,RANDOM,SRS3796813,SRX4711115,GSM3394718: GES15-05046-1056; Mus musculus; Bisulfite-Seq,SAMN10085612,PRJNA491712,2380097300,mapped
GSE120137,SRR7872224,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872224_2.fastq,1,2145245104,2,GSM3394718,SINGLE,Bisulfite-Seq,RANDOM,SRS3796813,SRX4711115,GSM3394718: GES15-05046-1056; Mus musculus; Bisulfite-Seq,SAMN10085612,PRJNA491712,142805838,mapped
GSE120137,SRR7872225,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872225.fastq,1,7514210622,,GSM3394719,SINGLE,Bisulfite-Seq,RANDOM,SRS3796812,SRX4711116,GSM3394719: GES15-05047-1156; Mus musculus; Bisulfite-Seq,SAMN10085590,PRJNA491712,2135030300,mapped
GSE120137,SRR7872226,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872226_2.fastq,1,1919783464,2,GSM3394719,SINGLE,Bisulfite-Seq,RANDOM,SRS3796812,SRX4711116,GSM3394719: GES15-05047-1156; Mus musculus; Bisulfite-Seq,SAMN10085590,PRJNA491712,128101818,mapped
GSE120137,SRR7872227,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872227.fastq,1,7546744888,,GSM3394720,SINGLE,Bisulfite-Seq,RANDOM,SRS3796815,SRX4711117,GSM3394720: GES15-05048-745; Mus musculus; Bisulfite-Seq,SAMN10085589,PRJNA491712,2144251400,mapped
GSE120137,SRR7872228,/data/mouse_methyl/raw/GSE120137/fastq/SRR7872228_2.fastq,1,1928266876,2,GSM3394720,SINGLE,Bisulfite-Seq,RANDOM,SRS3796815,SRX4711117,GSM3394720: GES15-05048-745; Mus musculus; Bisulfite-Seq,SAMN10085589,PRJNA491712,128655084,mapped
GSE121141,SRR8032927,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032927_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032927_2.fastq,2,8170660872,1;2,GSM3426754,PAIRED,Bisulfite-Seq,RANDOM,SRS3924414,SRX4865606,GSM3426754: Br0603; Mus musculus; Bisulfite-Seq,SAMN10232533,PRJNA495834,3226386600,mapped
GSE121141,SRR8032928,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032928_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032928_2.fastq,2,8279836680,1;2,GSM3426754,PAIRED,Bisulfite-Seq,RANDOM,SRS3924414,SRX4865606,GSM3426754: Br0603; Mus musculus; Bisulfite-Seq,SAMN10232533,PRJNA495834,3269033400,mapped
GSE121141,SRR8032929,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032929_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032929_2.fastq,2,12333271560,1;2,GSM3426755,PAIRED,Bisulfite-Seq,RANDOM,SRS3924413,SRX4865607,GSM3426755: Br0607; Mus musculus; Bisulfite-Seq,SAMN10232532,PRJNA495834,4852406400,mapped
GSE121141,SRR8032930,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032930_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032930_2.fastq,2,11994691080,1;2,GSM3426755,PAIRED,Bisulfite-Seq,RANDOM,SRS3924413,SRX4865607,GSM3426755: Br0607; Mus musculus; Bisulfite-Seq,SAMN10232532,PRJNA495834,4720148400,mapped
GSE121141,SRR8032932,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032932_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032932_2.fastq,2,22229095944,1;2,GSM3426757,PAIRED,Bisulfite-Seq,RANDOM,SRS3924491,SRX4865528,GSM3426757: Br0609; Mus musculus; Bisulfite-Seq,SAMN10232591,PRJNA495834,8717962800,mapped
GSE121141,SRR8032933,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032933_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032933_2.fastq,2,22492128264,1;2,GSM3426757,PAIRED,Bisulfite-Seq,RANDOM,SRS3924491,SRX4865528,GSM3426757: Br0609; Mus musculus; Bisulfite-Seq,SAMN10232591,PRJNA495834,8820709800,mapped
GSE121141,SRR8032934,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032934_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032934_2.fastq,2,30477651720,1;2,GSM3426758,PAIRED,Bisulfite-Seq,RANDOM,SRS3924357,SRX4865529,GSM3426758: Br0610; Mus musculus; Bisulfite-Seq,SAMN10232590,PRJNA495834,11940054900,mapped
GSE121141,SRR8032935,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032935_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032935_2.fastq,2,15846361608,1;2,GSM3426759,PAIRED,Bisulfite-Seq,RANDOM,SRS3924358,SRX4865530,GSM3426759: Br1203; Mus musculus; Bisulfite-Seq,SAMN10232589,PRJNA495834,6224707200,mapped
GSE121141,SRR8032936,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032936_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032936_2.fastq,2,15519447048,1;2,GSM3426759,PAIRED,Bisulfite-Seq,RANDOM,SRS3924358,SRX4865530,GSM3426759: Br1203; Mus musculus; Bisulfite-Seq,SAMN10232589,PRJNA495834,6097006200,mapped
GSE121141,SRR8032937,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032937_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032937_2.fastq,2,12467574024,1;2,GSM3426760,PAIRED,Bisulfite-Seq,RANDOM,SRS3924360,SRX4865531,GSM3426760: Br1204; Mus musculus; Bisulfite-Seq,SAMN10232588,PRJNA495834,4904868300,mapped
GSE121141,SRR8032938,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032938_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032938_2.fastq,2,13148035848,1;2,GSM3426760,PAIRED,Bisulfite-Seq,RANDOM,SRS3924360,SRX4865531,GSM3426760: Br1204; Mus musculus; Bisulfite-Seq,SAMN10232588,PRJNA495834,5170673700,mapped
GSE121141,SRR8032939,/data/mouse_methyl/raw/GSE121141/fastq/SRR8032939_1.fastq;/data/mouse_methyl/raw/GSE121141/fastq/SRR8032939_2.fastq,2,15856943112,1;2,GSM3426761,PAIRED,Bisulfite-Seq,RANDOM,SRS3924361,SRX4865532,GSM3426761: Br1207; Mus musculus; Bisulfite-Seq,SAMN10232587,PRJNA495834,6228840600,mapped
GSE60012,SRR1534514,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534514_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534514_2.fastq,2,10727309324,1;2,GSM1463666,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672484,SRX667995,GSM1463666: RRBS_12_Mouse_Liver_F_1w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950337,PRJNA257275,3135436122,mapped
GSE60012,SRR1534515,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534515_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534515_2.fastq,2,7203897028,1;2,GSM1463667,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672485,SRX667996,GSM1463667: RRBS_15_Mouse_Liver_F_1w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950338,PRJNA257275,2109846772,mapped
GSE60012,SRR1534516,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534516_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534516_2.fastq,2,11976744908,1;2,GSM1463668,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672487,SRX667997,GSM1463668: RRBS_16_Mouse_Liver_F_1w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950339,PRJNA257275,3499112882,mapped
GSE60012,SRR1534517,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534517_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534517_2.fastq,2,8444706924,1;2,GSM1463669,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672486,SRX667998,GSM1463669: RRBS_17_Mouse_Liver_F_1w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950340,PRJNA257275,2471016308,mapped
GSE60012,SRR1534518,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534518_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534518_2.fastq,2,5432942464,1;2,GSM1463670,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672488,SRX667999,GSM1463670: RRBS_18_Mouse_Liver_F_1w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950341,PRJNA257275,1591886048,mapped
GSE60012,SRR1534519,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534519_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534519_2.fastq,2,8268536764,1;2,GSM1463671,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672490,SRX668000,GSM1463671: RRBS_22_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950342,PRJNA257275,2433737612,mapped
GSE60012,SRR1534520,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534520_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534520_2.fastq,2,5396933344,1;2,GSM1463672,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672489,SRX668001,GSM1463672: RRBS_25_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950343,PRJNA257275,1590551030,mapped
GSE60012,SRR1534521,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534521_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534521_2.fastq,2,9785648036,1;2,GSM1463673,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672491,SRX668002,GSM1463673: RRBS_27_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950344,PRJNA257275,2877896222,mapped
GSE60012,SRR1534522,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534522_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534522_2.fastq,2,5198990472,1;2,GSM1463674,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672492,SRX668003,GSM1463674: RRBS_30_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950345,PRJNA257275,1532281908,mapped
GSE60012,SRR1534523,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534523_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534523_2.fastq,2,5372956168,1;2,GSM1463675,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672493,SRX668004,GSM1463675: RRBS_32_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950346,PRJNA257275,1583507088,mapped
GSE60012,SRR1534524,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534524_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534524_2.fastq,2,5576021224,1;2,GSM1463676,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672495,SRX668005,GSM1463676: RRBS_33_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950347,PRJNA257275,1643288988,mapped
GSE60012,SRR1534525,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534525_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534525_2.fastq,2,4184886448,1;2,GSM1463677,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672494,SRX668006,GSM1463677: RRBS_36_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950348,PRJNA257275,1226491682,mapped
GSE60012,SRR1534526,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534526_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534526_2.fastq,2,10007142000,1;2,GSM1463678,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672496,SRX668007,GSM1463678: RRBS_37_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950349,PRJNA257275,2913545600,mapped
GSE60012,SRR1534527,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534527_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534527_2.fastq,2,7873038628,1;2,GSM1463679,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672498,SRX668008,GSM1463679: RRBS_39_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950350,PRJNA257275,2294989800,mapped
GSE60012,SRR1534528,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534528_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534528_2.fastq,2,7032833964,1;2,GSM1463680,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672497,SRX668009,GSM1463680: RRBS_41_Mouse_Liver_F_20w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950351,PRJNA257275,2051453600,mapped
GSE60012,SRR1534529,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534529_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534529_2.fastq,2,7983792960,1;2,GSM1463681,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672499,SRX668010,GSM1463681: RRBS_43_Mouse_Liver_F_3w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950352,PRJNA257275,2336855382,mapped
GSE60012,SRR1534530,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534530_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534530_2.fastq,2,4263509832,1;2,GSM1463682,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672500,SRX668011,GSM1463682: RRBS_44_Mouse_Liver_F_3w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950353,PRJNA257275,1249516248,mapped
GSE60012,SRR1534531,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534531_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534531_2.fastq,2,11864025968,1;2,GSM1463683,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672501,SRX668012,GSM1463683: RRBS_45_Mouse_Liver_F_3w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950354,PRJNA257275,3466312930,mapped
GSE60012,SRR1534532,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534532_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534532_2.fastq,2,8921355520,1;2,GSM1463684,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672503,SRX668013,GSM1463684: RRBS_46_Mouse_Liver_F_3w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950355,PRJNA257275,2609766876,mapped
GSE60012,SRR1534533,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534533_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534533_2.fastq,2,6413340248,1;2,GSM1463685,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672502,SRX668014,GSM1463685: RRBS_56_Mouse_Liver_F_8w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950356,PRJNA257275,1878909666,mapped
GSE60012,SRR1534534,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534534_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534534_2.fastq,2,7081102916,1;2,GSM1463686,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672504,SRX668015,GSM1463686: RRBS_57_Mouse_Liver_F_8w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950357,PRJNA257275,2074092772,mapped
GSE60012,SRR1534535,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534535_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534535_2.fastq,2,11136177972,1;2,GSM1463687,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672505,SRX668016,GSM1463687: RRBS_58_Mouse_Liver_F_8w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950358,PRJNA257275,3254440988,mapped
GSE60012,SRR1534536,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534536_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534536_2.fastq,2,8380717692,1;2,GSM1463688,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672506,SRX668017,GSM1463688: RRBS_59_Mouse_Liver_F_8w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950359,PRJNA257275,2452377364,mapped
GSE60012,SRR1534537,/data/mouse_methyl/raw/GSE60012/fastq/SRR1534537_1.fastq;/data/mouse_methyl/raw/GSE60012/fastq/SRR1534537_2.fastq,2,6823724404,1;2,GSM1463689,PAIRED,Bisulfite-Seq,Reduced Representation,SRS672508,SRX668018,GSM1463689: RRBS_60_Mouse_Liver_F_8w_NORMAL; Mus musculus; Bisulfite-Seq,SAMN02950360,PRJNA257275,1999051590,mapped
