dataset,run_accession,sample_id,library_layout,fastq_count,mates_present,missing_mate,pairing_status,total_size_bytes,total_size_gib,local_paths
GSE120137,SRR7871748,GSM3394430,SINGLE,1,,,single_or_unknown,4544046712,4.231973,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871748.fastq
GSE120137,SRR7871749,GSM3394431,SINGLE,1,,,single_or_unknown,4122757440,3.839617,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871749.fastq
GSE120137,SRR7871750,GSM3394432,SINGLE,1,,,single_or_unknown,5393341496,5.022941,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871750.fastq
GSE120137,SRR7871751,GSM3394433,SINGLE,1,,,single_or_unknown,4766376420,4.439034,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871751.fastq
GSE120137,SRR7871752,GSM3394434,SINGLE,1,,,single_or_unknown,3126418632,2.911704,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871752.fastq
GSE120137,SRR7871753,GSM3394435,SINGLE,1,,,single_or_unknown,3537760286,3.294796,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871753.fastq
GSE120137,SRR7871754,GSM3394436,SINGLE,1,,,single_or_unknown,3373668326,3.141973,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871754.fastq
GSE120137,SRR7871755,GSM3394437,SINGLE,1,,,single_or_unknown,4215270214,3.925776,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871755.fastq
GSE120137,SRR7871794,GSM3394476,SINGLE,1,,,single_or_unknown,4754555980,4.428025,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871794.fastq
GSE120137,SRR7871795,GSM3394477,SINGLE,1,,,single_or_unknown,5786877768,5.38945,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871795.fastq
GSE120137,SRR7871796,GSM3394478,SINGLE,1,,,single_or_unknown,5726578832,5.333292,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871796.fastq
GSE120137,SRR7871797,GSM3394479,SINGLE,1,,,single_or_unknown,5636497840,5.249398,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871797.fastq
GSE120137,SRR7871798,GSM3394480,SINGLE,1,,,single_or_unknown,5833002108,5.432407,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871798.fastq
GSE120137,SRR7871799,GSM3394481,SINGLE,1,,,single_or_unknown,5985088832,5.574048,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871799.fastq
GSE120137,SRR7871800,GSM3394482,SINGLE,1,,,single_or_unknown,6818276562,6.350015,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871800.fastq
GSE120137,SRR7871801,GSM3394483,SINGLE,1,,,single_or_unknown,6936676490,6.460283,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871801.fastq
GSE120137,SRR7871802,GSM3394484,SINGLE,1,,,single_or_unknown,6612110166,6.158007,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871802.fastq
GSE120137,SRR7871803,GSM3394485,SINGLE,1,,,single_or_unknown,9223087532,8.58967,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871803.fastq
GSE120137,SRR7871805,GSM3394487,SINGLE,1,,,single_or_unknown,3464873028,3.226914,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871805.fastq
GSE120137,SRR7871806,GSM3394488,SINGLE,1,,,single_or_unknown,3569339000,3.324206,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871806.fastq
GSE120137,SRR7871807,GSM3394489,SINGLE,1,,,single_or_unknown,4084952576,3.804409,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871807.fastq
GSE120137,SRR7871808,GSM3394490,SINGLE,1,,,single_or_unknown,4990444090,4.647713,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871808.fastq
GSE120137,SRR7871809,GSM3394491,SINGLE,1,,,single_or_unknown,4207163554,3.918226,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871809.fastq
GSE120137,SRR7871810,GSM3394492,SINGLE,1,,,single_or_unknown,4557530076,4.244531,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871810.fastq
GSE120137,SRR7871811,GSM3394493,SINGLE,1,,,single_or_unknown,4720163566,4.395995,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871811.fastq
GSE120137,SRR7871812,GSM3394494,SINGLE,1,,,single_or_unknown,5421099384,5.048792,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871812.fastq
GSE120137,SRR7871813,GSM3394495,SINGLE,1,,,single_or_unknown,4934882190,4.595967,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871813.fastq
GSE120137,SRR7871814,GSM3394496,SINGLE,1,,,single_or_unknown,5584494816,5.200966,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871814.fastq
GSE120137,SRR7871815,GSM3394497,SINGLE,1,,,single_or_unknown,5818924948,5.419296,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871815.fastq
GSE120137,SRR7871816,GSM3394498,SINGLE,1,,,single_or_unknown,5107040076,4.756302,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871816.fastq
GSE120137,SRR7871817,GSM3394499,SINGLE,1,,,single_or_unknown,5824295942,5.424298,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871817.fastq
GSE120137,SRR7871818,GSM3394500,SINGLE,1,,,single_or_unknown,5710959972,5.318746,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871818.fastq
GSE120137,SRR7871819,GSM3394501,SINGLE,1,,,single_or_unknown,5988783534,5.577489,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871819.fastq
GSE120137,SRR7871820,GSM3394502,SINGLE,1,,,single_or_unknown,6116230998,5.696184,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871820.fastq
GSE120137,SRR7871821,GSM3394503,SINGLE,1,,,single_or_unknown,4242758922,3.951377,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871821.fastq
GSE120137,SRR7871822,GSM3394504,SINGLE,1,,,single_or_unknown,4794164994,4.464914,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871822.fastq
GSE120137,SRR7871823,GSM3394505,SINGLE,1,,,single_or_unknown,4298237232,4.003045,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871823.fastq
GSE120137,SRR7871824,GSM3394506,SINGLE,1,,,single_or_unknown,5368130338,4.999461,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871824.fastq
GSE120137,SRR7871825,GSM3394507,SINGLE,1,,,single_or_unknown,3730621170,3.474412,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871825.fastq
GSE120137,SRR7871843,GSM3394525,SINGLE,1,,,single_or_unknown,5221579750,4.862975,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871843.fastq
GSE120137,SRR7871844,GSM3394526,SINGLE,1,,,single_or_unknown,4955136310,4.61483,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871844.fastq
GSE120137,SRR7871845,GSM3394527,SINGLE,1,,,single_or_unknown,6741758956,6.278752,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871845.fastq
GSE120137,SRR7871846,GSM3394528,SINGLE,1,,,single_or_unknown,5569686690,5.187175,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871846.fastq
GSE120137,SRR7871847,GSM3394529,SINGLE,1,,,single_or_unknown,6682367110,6.223439,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871847.fastq
GSE120137,SRR7871848,GSM3394530,SINGLE,1,,,single_or_unknown,6686616404,6.227397,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871848.fastq
GSE120137,SRR7871849,GSM3394531,SINGLE,1,,,single_or_unknown,7305617520,6.803887,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871849.fastq
GSE120137,SRR7871850,GSM3394531,SINGLE,1,2,1,incomplete_paired,1865434556,1.737321,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871850_2.fastq
GSE120137,SRR7871851,GSM3394532,SINGLE,1,,,single_or_unknown,7424911122,6.914987,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871851.fastq
GSE120137,SRR7871852,GSM3394532,SINGLE,1,2,1,incomplete_paired,1896533316,1.766284,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871852_2.fastq
GSE120137,SRR7871853,GSM3394533,SINGLE,1,,,single_or_unknown,6861198354,6.389989,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871853.fastq
GSE120137,SRR7871854,GSM3394533,SINGLE,1,2,1,incomplete_paired,1749607844,1.629449,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871854_2.fastq
GSE120137,SRR7871855,GSM3394534,SINGLE,1,,,single_or_unknown,7607017594,7.084587,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871855.fastq
GSE120137,SRR7871856,GSM3394534,SINGLE,1,2,1,incomplete_paired,1943993172,1.810485,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871856_2.fastq
GSE120137,SRR7871857,GSM3394535,SINGLE,1,,,single_or_unknown,6462009526,6.018215,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871857.fastq
GSE120137,SRR7871858,GSM3394535,SINGLE,1,2,1,incomplete_paired,1645564124,1.532551,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871858_2.fastq
GSE120137,SRR7871859,GSM3394536,SINGLE,1,,,single_or_unknown,7256554726,6.758193,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871859.fastq
GSE120137,SRR7871860,GSM3394536,SINGLE,1,2,1,incomplete_paired,1852655848,1.72542,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871860_2.fastq
GSE120137,SRR7871861,GSM3394537,SINGLE,1,,,single_or_unknown,6975599396,6.496533,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871861.fastq
GSE120137,SRR7871862,GSM3394537,SINGLE,1,2,1,incomplete_paired,1779424124,1.657218,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871862_2.fastq
GSE120137,SRR7871863,GSM3394538,SINGLE,1,,,single_or_unknown,7863889096,7.323817,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871863.fastq
GSE120137,SRR7871864,GSM3394538,SINGLE,1,2,1,incomplete_paired,2010944884,1.872838,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871864_2.fastq
GSE120137,SRR7871865,GSM3394539,SINGLE,1,,,single_or_unknown,8424783566,7.846191,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871865.fastq
GSE120137,SRR7871866,GSM3394539,SINGLE,1,2,1,incomplete_paired,2157127916,2.008982,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871866_2.fastq
GSE120137,SRR7871867,GSM3394540,SINGLE,1,,,single_or_unknown,7234027328,6.737213,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871867.fastq
GSE120137,SRR7871868,GSM3394540,SINGLE,1,2,1,incomplete_paired,1846775576,1.719944,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871868_2.fastq
GSE120137,SRR7871869,GSM3394541,SINGLE,1,,,single_or_unknown,8049908812,7.497062,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871869.fastq
GSE120137,SRR7871870,GSM3394541,SINGLE,1,2,1,incomplete_paired,2059429344,1.917993,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871870_2.fastq
GSE120137,SRR7871871,GSM3394542,SINGLE,1,,,single_or_unknown,6708394402,6.247679,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871871.fastq
GSE120137,SRR7871872,GSM3394542,SINGLE,1,2,1,incomplete_paired,1709778836,1.592356,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871872_2.fastq
GSE120137,SRR7871873,GSM3394543,SINGLE,1,,,single_or_unknown,6748817082,6.285326,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871873.fastq
GSE120137,SRR7871874,GSM3394543,SINGLE,1,2,1,incomplete_paired,1720321944,1.602175,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871874_2.fastq
GSE120137,SRR7871876,GSM3394544,SINGLE,1,2,1,incomplete_paired,1737098236,1.617799,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871876_2.fastq
GSE120137,SRR7871877,GSM3394545,SINGLE,1,,,single_or_unknown,6769572384,6.304656,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871877.fastq
GSE120137,SRR7871878,GSM3394545,SINGLE,1,2,1,incomplete_paired,1725734488,1.607215,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871878_2.fastq
GSE120137,SRR7871879,GSM3394546,SINGLE,1,,,single_or_unknown,6815402832,6.347339,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871879.fastq
GSE120137,SRR7871880,GSM3394546,SINGLE,1,2,1,incomplete_paired,1737683540,1.618344,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871880_2.fastq
GSE120137,SRR7871881,GSM3394547,SINGLE,1,,,single_or_unknown,7415314240,6.90605,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871881.fastq
GSE120137,SRR7871882,GSM3394547,SINGLE,1,2,1,incomplete_paired,1894034872,1.763957,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871882_2.fastq
GSE120137,SRR7871883,GSM3394548,SINGLE,1,,,single_or_unknown,7617846110,7.094672,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871883.fastq
GSE120137,SRR7871884,GSM3394548,SINGLE,1,2,1,incomplete_paired,1946825576,1.813123,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871884_2.fastq
GSE120137,SRR7871885,GSM3394549,SINGLE,1,,,single_or_unknown,6487962524,6.042386,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871885.fastq
GSE120137,SRR7871886,GSM3394549,SINGLE,1,2,1,incomplete_paired,1652336612,1.538858,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871886_2.fastq
GSE120137,SRR7871888,GSM3394550,SINGLE,1,2,1,incomplete_paired,1609089528,1.498581,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871888_2.fastq
GSE120137,SRR7871890,GSM3394551,SINGLE,1,2,1,incomplete_paired,1510552376,1.406812,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871890_2.fastq
GSE120137,SRR7871892,GSM3394552,SINGLE,1,2,1,incomplete_paired,1830341800,1.704639,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871892_2.fastq
GSE120137,SRR7871894,GSM3394553,SINGLE,1,2,1,incomplete_paired,1575218348,1.467036,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871894_2.fastq
GSE120137,SRR7871896,GSM3394554,SINGLE,1,2,1,incomplete_paired,1835067748,1.70904,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871896_2.fastq
GSE120137,SRR7871898,GSM3394555,SINGLE,1,2,1,incomplete_paired,1819066556,1.694138,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871898_2.fastq
GSE120137,SRR7871900,GSM3394556,SINGLE,1,2,1,incomplete_paired,1835495180,1.709438,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871900_2.fastq
GSE120137,SRR7871901,GSM3394557,SINGLE,1,,,single_or_unknown,6724144384,6.262347,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871901.fastq
GSE120137,SRR7871902,GSM3394557,SINGLE,1,2,1,incomplete_paired,1713906692,1.5962,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871902_2.fastq
GSE120137,SRR7871903,GSM3394558,SINGLE,1,,,single_or_unknown,7059210206,6.574402,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871903.fastq
GSE120137,SRR7871904,GSM3394558,SINGLE,1,2,1,incomplete_paired,1801238244,1.677534,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871904_2.fastq
GSE120137,SRR7871905,GSM3394559,SINGLE,1,,,single_or_unknown,6864811318,6.393354,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871905.fastq
GSE120137,SRR7871906,GSM3394559,SINGLE,1,2,1,incomplete_paired,1750570992,1.630346,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871906_2.fastq
GSE120137,SRR7871907,GSM3394560,SINGLE,1,,,single_or_unknown,6057850814,5.641813,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871907.fastq
GSE120137,SRR7871908,GSM3394560,SINGLE,1,2,1,incomplete_paired,1540244180,1.434464,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871908_2.fastq
GSE120137,SRR7871909,GSM3394561,SINGLE,1,,,single_or_unknown,5921850988,5.515154,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871909.fastq
GSE120137,SRR7871910,GSM3394561,SINGLE,1,2,1,incomplete_paired,1504798696,1.401453,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871910_2.fastq
GSE120137,SRR7871911,GSM3394562,SINGLE,1,,,single_or_unknown,6975536584,6.496475,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871911.fastq
GSE120137,SRR7871912,GSM3394562,SINGLE,1,2,1,incomplete_paired,1779432404,1.657226,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871912_2.fastq
GSE120137,SRR7871913,GSM3394563,SINGLE,1,,,single_or_unknown,7637154872,7.112655,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871913.fastq
GSE120137,SRR7871914,GSM3394563,SINGLE,1,2,1,incomplete_paired,1951872604,1.817823,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871914_2.fastq
GSE120137,SRR7871915,GSM3394564,SINGLE,1,,,single_or_unknown,7058211558,6.573472,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871915.fastq
GSE120137,SRR7871916,GSM3394564,SINGLE,1,2,1,incomplete_paired,1800977516,1.677291,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871916_2.fastq
GSE120137,SRR7871917,GSM3394565,SINGLE,1,,,single_or_unknown,7509889674,6.99413,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871917.fastq
GSE120137,SRR7871918,GSM3394565,SINGLE,1,2,1,incomplete_paired,1918703016,1.786931,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871918_2.fastq
GSE120137,SRR7871919,GSM3394566,SINGLE,1,,,single_or_unknown,6899430830,6.425596,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871919.fastq
GSE120137,SRR7871920,GSM3394566,SINGLE,1,2,1,incomplete_paired,1759596652,1.638752,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871920_2.fastq
GSE120137,SRR7871921,GSM3394567,SINGLE,1,,,single_or_unknown,7118400486,6.629527,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871921.fastq
GSE120137,SRR7871922,GSM3394567,SINGLE,1,2,1,incomplete_paired,1816650728,1.691888,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871922_2.fastq
GSE120137,SRR7871923,GSM3394568,SINGLE,1,,,single_or_unknown,7496646724,6.981796,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871923.fastq
GSE120137,SRR7871924,GSM3394568,SINGLE,1,2,1,incomplete_paired,1915234248,1.783701,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871924_2.fastq
GSE120137,SRR7871925,GSM3394569,SINGLE,1,,,single_or_unknown,2885939564,2.687741,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871925.fastq
GSE120137,SRR7871926,GSM3394569,SINGLE,1,2,1,incomplete_paired,719683384,0.670257,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871926_2.fastq
GSE120137,SRR7871927,GSM3394570,SINGLE,1,,,single_or_unknown,2240778336,2.086887,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871927.fastq
GSE120137,SRR7871928,GSM3394570,SINGLE,1,2,1,incomplete_paired,557929704,0.519613,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871928_2.fastq
GSE120137,SRR7871929,GSM3394571,SINGLE,1,,,single_or_unknown,6383290322,5.944902,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871929.fastq
GSE120137,SRR7871930,GSM3394571,SINGLE,1,2,1,incomplete_paired,1625047480,1.513443,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871930_2.fastq
GSE120137,SRR7871931,GSM3394572,SINGLE,1,,,single_or_unknown,9164047670,8.534684,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871931.fastq
GSE120137,SRR7871932,GSM3394572,SINGLE,1,2,1,incomplete_paired,2349805356,2.188427,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871932_2.fastq
GSE120137,SRR7871933,GSM3394573,SINGLE,1,,,single_or_unknown,9833004794,9.157699,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871933.fastq
GSE120137,SRR7871934,GSM3394573,SINGLE,1,2,1,incomplete_paired,2524165228,2.350812,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871934_2.fastq
GSE120137,SRR7871935,GSM3394574,SINGLE,1,,,single_or_unknown,6858253868,6.387247,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871935.fastq
GSE120137,SRR7871936,GSM3394574,SINGLE,1,2,1,incomplete_paired,1748844980,1.628739,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871936_2.fastq
GSE120137,SRR7871937,GSM3394575,SINGLE,1,,,single_or_unknown,8201673898,7.638404,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871937.fastq
GSE120137,SRR7871938,GSM3394575,SINGLE,1,2,1,incomplete_paired,2098979500,1.954827,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871938_2.fastq
GSE120137,SRR7871939,GSM3394576,SINGLE,1,,,single_or_unknown,6830353792,6.361263,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871939.fastq
GSE120137,SRR7871940,GSM3394576,SINGLE,1,2,1,incomplete_paired,1741567964,1.621962,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871940_2.fastq
GSE120137,SRR7871941,GSM3394577,SINGLE,1,,,single_or_unknown,4976465092,4.634694,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871941.fastq
GSE120137,SRR7871942,GSM3394577,SINGLE,1,2,1,incomplete_paired,1258382768,1.17196,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871942_2.fastq
GSE120137,SRR7871943,GSM3394578,SINGLE,1,,,single_or_unknown,9450904936,8.801841,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871943.fastq
GSE120137,SRR7871944,GSM3394578,SINGLE,1,2,1,incomplete_paired,2424576516,2.258063,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871944_2.fastq
GSE120137,SRR7871945,GSM3394579,SINGLE,1,,,single_or_unknown,8320687294,7.749244,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871945.fastq
GSE120137,SRR7871946,GSM3394579,SINGLE,1,2,1,incomplete_paired,2130016528,1.983732,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871946_2.fastq
GSE120137,SRR7871947,GSM3394580,SINGLE,1,,,single_or_unknown,7573718594,7.053575,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871947.fastq
GSE120137,SRR7871948,GSM3394580,SINGLE,1,2,1,incomplete_paired,1935331004,1.802417,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871948_2.fastq
GSE120137,SRR7871949,GSM3394581,SINGLE,1,,,single_or_unknown,7348123734,6.843474,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871949.fastq
GSE120137,SRR7871950,GSM3394581,SINGLE,1,2,1,incomplete_paired,1876533252,1.747658,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871950_2.fastq
GSE120137,SRR7871951,GSM3394582,SINGLE,1,,,single_or_unknown,7179919728,6.686821,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871951.fastq
GSE120137,SRR7871952,GSM3394582,SINGLE,1,2,1,incomplete_paired,1832696080,1.706831,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871952_2.fastq
GSE120137,SRR7871953,GSM3394583,SINGLE,1,,,single_or_unknown,6463054846,6.019189,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871953.fastq
GSE120137,SRR7871954,GSM3394583,SINGLE,1,2,1,incomplete_paired,1645855212,1.532822,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871954_2.fastq
GSE120137,SRR7871955,GSM3394584,SINGLE,1,,,single_or_unknown,6434754864,5.992832,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871955.fastq
GSE120137,SRR7871956,GSM3394584,SINGLE,1,2,1,incomplete_paired,1638480676,1.525954,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871956_2.fastq
GSE120137,SRR7871957,GSM3394585,SINGLE,1,,,single_or_unknown,5328013046,4.962099,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871957.fastq
GSE120137,SRR7871958,GSM3394585,SINGLE,1,2,1,incomplete_paired,1350019460,1.257304,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871958_2.fastq
GSE120137,SRR7871959,GSM3394586,SINGLE,1,,,single_or_unknown,8976707690,8.360211,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871959.fastq
GSE120137,SRR7871960,GSM3394586,SINGLE,1,2,1,incomplete_paired,2301007452,2.14298,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871960_2.fastq
GSE120137,SRR7871961,GSM3394587,SINGLE,1,,,single_or_unknown,6078765210,5.661291,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871961.fastq
GSE120137,SRR7871962,GSM3394587,SINGLE,1,2,1,incomplete_paired,1545688280,1.439534,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871962_2.fastq
GSE120137,SRR7871963,GSM3394588,SINGLE,1,,,single_or_unknown,6389414838,5.950606,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871963.fastq
GSE120137,SRR7871964,GSM3394588,SINGLE,1,2,1,incomplete_paired,1626652604,1.514938,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871964_2.fastq
GSE120137,SRR7871965,GSM3394589,SINGLE,1,,,single_or_unknown,6401179830,5.961563,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871965.fastq
GSE120137,SRR7871966,GSM3394589,SINGLE,1,2,1,incomplete_paired,1629728900,1.517803,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871966_2.fastq
GSE120137,SRR7871967,GSM3394590,SINGLE,1,,,single_or_unknown,6361197266,5.924327,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871967.fastq
GSE120137,SRR7871968,GSM3394590,SINGLE,1,2,1,incomplete_paired,1619306128,1.508096,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871968_2.fastq
GSE120137,SRR7871969,GSM3394591,SINGLE,1,,,single_or_unknown,5968847030,5.558922,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871969.fastq
GSE120137,SRR7871970,GSM3394591,SINGLE,1,2,1,incomplete_paired,1517024116,1.412839,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871970_2.fastq
GSE120137,SRR7871971,GSM3394592,SINGLE,1,,,single_or_unknown,6384245768,5.945792,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871971.fastq
GSE120137,SRR7871972,GSM3394592,SINGLE,1,2,1,incomplete_paired,1625289900,1.513669,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871972_2.fastq
GSE120137,SRR7871973,GSM3394593,SINGLE,1,,,single_or_unknown,6264182522,5.833975,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871973.fastq
GSE120137,SRR7871974,GSM3394593,SINGLE,1,2,1,incomplete_paired,1594000148,1.484528,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871974_2.fastq
GSE120137,SRR7871975,GSM3394594,SINGLE,1,,,single_or_unknown,7690039814,7.161908,/data/mouse_methyl/raw/GSE120137/fastq/SRR7871975.fastq
