sample_id,title,age_days,age_weeks,raw_age_value,raw_age_unit,normalized_age_unit,age_unit_source,age_parse_warning,tissue,strain,sex,intervention,dataset_batch,assay,fastq_on_disk,parse_status,raw_source_name,raw_characteristics,sample_id_source,metadata_source,matrix_sample_id,source_column,condition_detail,condition_family
GSM6590383,4 month LSI_GFP-_A,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590383,,none,control
GSM6590384,4 month LSI_GFP-_B,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590384,,none,control
GSM6590385,4 month LSI_GFP+_A,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590385,,none,control
GSM6590386,4 month LSI_GFP+_B,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590386,,none,control
GSM6590387,4 month USI_GFP-_A,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Upper Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590387,,none,control
GSM6590388,4 month USI_GFP-_B,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Upper Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590388,,none,control
GSM6590389,4 monthUSI_GFP+_A,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Upper Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590389,,none,control
GSM6590390,4 month USI_GFP+_B,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Upper Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590390,,none,control
GSM6590391,4 month COL_GFP-_A,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Colon Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590391,,none,control
GSM6590392,4 month COL_GFP-_B,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Colon Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590392,,none,control
GSM6590393,4 month COL_GFP+_A,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Colon Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590393,,none,control
GSM6590394,4 month COL_GFP+_B,121.681,17.383,4.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Colon Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590394,,none,control
GSM6590395,12 month LSI_GFP-_A,365.043,52.149,12.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590395,,none,control
GSM6590396,12 month LSI_GFP-_B,365.043,52.149,12.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590396,,none,control
GSM6590397,12 month USI_GFP-_A,365.043,52.149,12.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Upper Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590397,,none,control
GSM6590398,12 month USI_GFP-_B,365.043,52.149,12.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Upper Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590398,,none,control
GSM6590399,12 month COL_GFP-_A,365.043,52.149,12.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Colon Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590399,,none,control
GSM6590400,12 month COL_GFP-_B,365.043,52.149,12.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Colon Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590400,,none,control
GSM6590401,12 month COL_GFP+_A,365.043,52.149,12.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Colon Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590401,,none,control
GSM6590402,12 month COL_GFP+_B,365.043,52.149,12.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Colon Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590402,,none,control
GSM6590403,18 month LSI_GFP-_A,547.561,78.223,18.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590403,,none,control
GSM6590404,18 month LSI_GFP-_B,547.561,78.223,18.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590404,,none,control
GSM6590405,18 month LSI_GFP+_A,547.561,78.223,18.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590405,,none,control
GSM6590406,18 month LSI_GFP+_B,547.561,78.223,18.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Lower Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590406,,none,control
GSM6590407,18 month USI_GFP-_A,547.561,78.223,18.0,months,months,sample_title,,intestine,Lgr5-FP-IRES-CreERT2,unknown,control,GSE213628,RRBS,False,ok,Upper Small Intestine Epithelium,cell type: Intestine epithelial cells | strain: Lgr5-FP-IRES-CreERT2,GEO_SOFT_GSM,official_geo_soft_v8,GSM6590407,,none,control
