dataset,supplement_url,supplement_dir_url,preferred_processed_file,schema_guess,download_priority,include_in_v6_benchmark,listed_in_ftp,available,http_status,remote_size_bytes,remote_last_modified,content_type,filelist_type,filelist_size,filelist_time,preflight_blocker,preflight_timestamp_utc,head_error
GSE213628,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213628/suppl/GSE213628_RAW.tar,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213628/suppl/,GSE213628_RAW.tar,bismark_cov_per_sample_tar,1,False,True,True,200,3260723200,"Wed, 14 Feb 2024 00:30:55 GMT",application/x-tar,TAR,3260723200,02/13/2024 19:30:55,,2026-05-18T01:11:41.017558+00:00,
