dataset,supplement_url,preferred_processed_file,file_type,schema_guess,download_priority,include_in_v6_benchmark,available,http_status,remote_size_bytes,remote_last_modified,local_path,local_size_bytes,local_status,verified,inventory_timestamp_utc,error
GSE213628,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE213nnn/GSE213628/suppl/GSE213628_RAW.tar,GSE213628_RAW.tar,GEO_RAW_TAR_OF_COV,bismark_cov_per_sample_tar,1,False,True,200,3260723200,"Wed, 14 Feb 2024 00:30:55 GMT",/home/zdq-as/mouse_methyl_work/raw_downloads/geo_supplements/GSE213628/GSE213628_RAW.tar,0,missing,False,2026-05-18T01:11:42.615746+00:00,
