archive_or_file,available,content_type,dataset,filelist_error,filelist_size_bytes,filelist_time,filelist_type,head_error,http_status,remote_last_modified,remote_size_bytes,supplement_name,supplement_url
File,,,GSE224442,,31047038,06/21/2023 06:49:39,COV,,,,,GSM7501799_BldBZ16_CKDL200160013-1a-25_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501799_BldBZ16_CKDL200160013-1a-25_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,36098970,06/21/2023 06:49:50,COV,,,,,GSM7501800_BldBZ21_CKDL200160012-1a-7_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501800_BldBZ21_CKDL200160012-1a-7_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,35367964,06/21/2023 06:50:02,COV,,,,,GSM7501801_BldBZ22_CKDL200160012-1a-8_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501801_BldBZ22_CKDL200160012-1a-8_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,30194660,06/21/2023 06:50:12,COV,,,,,GSM7501802_BldBZ23_CKDL200160013-1a-7_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501802_BldBZ23_CKDL200160013-1a-7_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,30110919,06/21/2023 06:50:22,COV,,,,,GSM7501803_BldBZ24_CKDL200160013-1a-8_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501803_BldBZ24_CKDL200160013-1a-8_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,36859022,06/21/2023 06:50:34,COV,,,,,GSM7501804_BldBZ25_CKDL200160014-1a-6_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501804_BldBZ25_CKDL200160014-1a-6_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,38478865,06/21/2023 06:50:47,COV,,,,,GSM7501805_BldBZ26_CKDL200160015-1a-25_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501805_BldBZ26_CKDL200160015-1a-25_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,34626443,06/21/2023 06:50:58,COV,,,,,GSM7501806_BldBZ31_CKDL200160015-1a-10_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501806_BldBZ31_CKDL200160015-1a-10_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,35578741,06/21/2023 06:51:10,COV,,,,,GSM7501807_BldBZ32_CKDL200160012-1a-11_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501807_BldBZ32_CKDL200160012-1a-11_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,30343341,06/21/2023 06:51:20,COV,,,,,GSM7501808_BldBZ33_CKDL200160013-1a-10_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501808_BldBZ33_CKDL200160013-1a-10_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,33915502,06/21/2023 06:51:31,COV,,,,,GSM7501809_BldBZ34_CKDL200160015-1a-7_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501809_BldBZ34_CKDL200160015-1a-7_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,35792223,06/21/2023 06:51:43,COV,,,,,GSM7501810_BldBZ35_CKDL200160014-1a-8_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501810_BldBZ35_CKDL200160014-1a-8_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,35230747,06/21/2023 06:51:54,COV,,,,,GSM7501811_BldBZ41_CKDL200160012-1a-15_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501811_BldBZ41_CKDL200160012-1a-15_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,34357260,06/21/2023 06:52:05,COV,,,,,GSM7501812_BldBZ42_CKDL200160012-1a-18_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501812_BldBZ42_CKDL200160012-1a-18_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,32494471,06/21/2023 06:52:16,COV,,,,,GSM7501813_BldBZ43_CKDL200160013-1a-11_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501813_BldBZ43_CKDL200160013-1a-11_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,37621284,06/21/2023 06:52:27,COV,,,,,GSM7501814_BldBZ44_CKDL200160014-1a-10_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501814_BldBZ44_CKDL200160014-1a-10_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,38625238,06/21/2023 06:52:39,COV,,,,,GSM7501815_BldBZ45_CKDL200160015-1a-11_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501815_BldBZ45_CKDL200160015-1a-11_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,37856886,06/21/2023 06:52:51,COV,,,,,GSM7501816_BldBZ51_CKDL200160012-1a-22_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501816_BldBZ51_CKDL200160012-1a-22_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,35357481,06/21/2023 06:53:02,COV,,,,,GSM7501817_BldBZ52_CKDL200160015-1a-15_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501817_BldBZ52_CKDL200160015-1a-15_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,31332847,06/21/2023 06:53:12,COV,,,,,GSM7501818_BldBZ53_CKDL200160013-1a-18_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501818_BldBZ53_CKDL200160013-1a-18_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,34821901,06/21/2023 06:53:23,COV,,,,,GSM7501819_BldBZ54_CKDL200160014-1a-15_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501819_BldBZ54_CKDL200160014-1a-15_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,36878335,06/21/2023 06:53:35,COV,,,,,GSM7501820_BldBZ55_CKDL200160014-1a-18_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501820_BldBZ55_CKDL200160014-1a-18_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,34781927,06/21/2023 06:53:46,COV,,,,,GSM7501821_BldBZ61_CKDL200160012-1a-23_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501821_BldBZ61_CKDL200160012-1a-23_HC2WYCCX2_L4_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,33172903,06/21/2023 06:53:57,COV,,,,,GSM7501822_BldBZ62_CKDL200160015-1a-22_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501822_BldBZ62_CKDL200160015-1a-22_HC2WYCCX2_L7_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,32363705,06/21/2023 06:54:07,COV,,,,,GSM7501823_BldBZ64_CKDL200160013-1a-23_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501823_BldBZ64_CKDL200160013-1a-23_HC2WYCCX2_L5_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,32550108,06/21/2023 06:54:18,COV,,,,,GSM7501824_BldBZ65_CKDL200160014-1a-22_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501824_BldBZ65_CKDL200160014-1a-22_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
File,,,GSE224442,,34123670,06/21/2023 06:54:29,COV,,,,,GSM7501825_BldBZ66_CKDL200160014-1a-23_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE224nnn/GSE224442/suppl/GSM7501825_BldBZ66_CKDL200160014-1a-23_HC2WYCCX2_L6_1_val_1.fq.gz_bismark_bt2_pe.bismark.cov.gz
Archive,True,application/x-tar,GSE233879,,2120140800,01/03/2025 00:25:49,TAR,,200,"Fri, 03 Jan 2025 05:25:49 GMT",2120140800,GSE233879_RAW.tar,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSE233879_RAW.tar
File,,,GSE233879,,156600,06/01/2023 07:37:45,TXT,,,,,GSM7438410_Young_fresh_HSC_RNA_rep1_FPKM.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438410_Young_fresh_HSC_RNA_rep1_FPKM.txt.gz
File,,,GSE233879,,157580,06/01/2023 07:37:45,TXT,,,,,GSM7438411_Young_fresh_HSC_RNA_rep2_FPKM.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438411_Young_fresh_HSC_RNA_rep2_FPKM.txt.gz
File,,,GSE233879,,155304,06/01/2023 07:37:45,TXT,,,,,GSM7438412_Young_fresh_HSC_RNA_rep3_FPKM.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438412_Young_fresh_HSC_RNA_rep3_FPKM.txt.gz
File,,,GSE233879,,155300,06/01/2023 07:37:45,TXT,,,,,GSM7438413_Old_fresh_HSC_RNA_rep1_FPKM.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438413_Old_fresh_HSC_RNA_rep1_FPKM.txt.gz
File,,,GSE233879,,153791,06/01/2023 07:37:45,TXT,,,,,GSM7438414_Old_fresh_HSC_RNA_rep2_FPKM.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438414_Old_fresh_HSC_RNA_rep2_FPKM.txt.gz
File,,,GSE233879,,154320,06/01/2023 07:37:45,TXT,,,,,GSM7438415_Old_fresh_HSC_RNA_rep3_FPKM.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438415_Old_fresh_HSC_RNA_rep3_FPKM.txt.gz
File,,,GSE233879,,154368,06/01/2023 07:37:45,TXT,,,,,GSM7438416_Old_HSC_CD150_G1_RNA_mouse1.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438416_Old_HSC_CD150_G1_RNA_mouse1.txt.gz
File,,,GSE233879,,156469,06/01/2023 07:37:45,TXT,,,,,GSM7438417_Old_HSC_CD150_G1_RNA_mouse2.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438417_Old_HSC_CD150_G1_RNA_mouse2.txt.gz
File,,,GSE233879,,154924,06/01/2023 07:37:45,TXT,,,,,GSM7438418_Old_HSC_CD150_G1_RNA_mouse3.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438418_Old_HSC_CD150_G1_RNA_mouse3.txt.gz
File,,,GSE233879,,154066,06/01/2023 07:37:45,TXT,,,,,GSM7438419_Old_HSC_CD150_G2_RNA_mouse1.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438419_Old_HSC_CD150_G2_RNA_mouse1.txt.gz
File,,,GSE233879,,154120,06/01/2023 07:37:45,TXT,,,,,GSM7438420_Old_HSC_CD150_G2_RNA_mouse2.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438420_Old_HSC_CD150_G2_RNA_mouse2.txt.gz
File,,,GSE233879,,154315,06/01/2023 07:37:45,TXT,,,,,GSM7438421_Old_HSC_CD150_G2_RNA_mouse3.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438421_Old_HSC_CD150_G2_RNA_mouse3.txt.gz
File,,,GSE233879,,156595,06/01/2023 07:37:46,TXT,,,,,GSM7438422_Old_HSC_CD150_G3_RNA_mouse1.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438422_Old_HSC_CD150_G3_RNA_mouse1.txt.gz
File,,,GSE233879,,155768,06/01/2023 07:37:46,TXT,,,,,GSM7438423_Old_HSC_CD150_G3_RNA_mouse2.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438423_Old_HSC_CD150_G3_RNA_mouse2.txt.gz
File,,,GSE233879,,160648,06/01/2023 07:37:46,TXT,,,,,GSM7438424_Old_HSC_CD150_G3_RNA_mouse3.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438424_Old_HSC_CD150_G3_RNA_mouse3.txt.gz
File,,,GSE233879,,153379,06/01/2023 07:37:46,TXT,,,,,GSM7438425_Old_HSC_CD150_G4_RNA_mouse1.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438425_Old_HSC_CD150_G4_RNA_mouse1.txt.gz
File,,,GSE233879,,153778,06/01/2023 07:37:46,TXT,,,,,GSM7438426_Old_HSC_CD150_G4_RNA_mouse2.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438426_Old_HSC_CD150_G4_RNA_mouse2.txt.gz
File,,,GSE233879,,152179,06/01/2023 07:37:46,TXT,,,,,GSM7438427_Old_HSC_CD150_G4_RNA_mouse3.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438427_Old_HSC_CD150_G4_RNA_mouse3.txt.gz
File,,,GSE233879,,149100,06/01/2023 07:37:46,TXT,,,,,GSM7438428_Old_HSC_CD150H_4p5D_TX_RNA_rep1.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438428_Old_HSC_CD150H_4p5D_TX_RNA_rep1.txt.gz
File,,,GSE233879,,150297,06/01/2023 07:37:46,TXT,,,,,GSM7438429_Old_HSC_CD150H_4p5D_TX_RNA_rep2.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438429_Old_HSC_CD150H_4p5D_TX_RNA_rep2.txt.gz
File,,,GSE233879,,151511,06/01/2023 07:37:46,TXT,,,,,GSM7438430_Old_HSC_CD150H_4p5D_TX_RNA_rep3.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438430_Old_HSC_CD150H_4p5D_TX_RNA_rep3.txt.gz
File,,,GSE233879,,152609,06/01/2023 07:37:46,TXT,,,,,GSM7438431_Old_HSC_CD150L_4p5D_TX_RNA_rep1.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438431_Old_HSC_CD150L_4p5D_TX_RNA_rep1.txt.gz
File,,,GSE233879,,153919,06/01/2023 07:37:46,TXT,,,,,GSM7438432_Old_HSC_CD150L_4p5D_TX_RNA_rep2.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438432_Old_HSC_CD150L_4p5D_TX_RNA_rep2.txt.gz
File,,,GSE233879,,151637,06/01/2023 07:37:46,TXT,,,,,GSM7438433_Old_HSC_CD150L_4p5D_TX_RNA_rep3.txt.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438433_Old_HSC_CD150L_4p5D_TX_RNA_rep3.txt.gz
File,,,GSE233879,,8326,05/31/2023 10:42:24,TSV,,,,,GSM7438434_Young_fresh_HSC_scRNA_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438434_Young_fresh_HSC_scRNA_barcodes.tsv.gz
File,,,GSE233879,,168977,05/31/2023 10:42:27,TSV,,,,,GSM7438434_Young_fresh_HSC_scRNA_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438434_Young_fresh_HSC_scRNA_features.tsv.gz
File,,,GSE233879,,16585150,05/31/2023 10:42:26,MTX,,,,,GSM7438434_Young_fresh_HSC_scRNA_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438434_Young_fresh_HSC_scRNA_matrix.mtx.gz
File,,,GSE233879,,20119,05/31/2023 10:42:21,TSV,,,,,GSM7438435_Old_fresh_HSC_scRNA_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438435_Old_fresh_HSC_scRNA_barcodes.tsv.gz
File,,,GSE233879,,168977,05/31/2023 10:42:20,TSV,,,,,GSM7438435_Old_fresh_HSC_scRNA_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438435_Old_fresh_HSC_scRNA_features.tsv.gz
File,,,GSE233879,,38520812,05/31/2023 10:42:24,MTX,,,,,GSM7438435_Old_fresh_HSC_scRNA_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438435_Old_fresh_HSC_scRNA_matrix.mtx.gz
File,,,GSE233879,,19301,05/31/2023 10:42:26,TSV,,,,,GSM7438436_Old_HSC_CD150L_14D_TX_scRNA_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438436_Old_HSC_CD150L_14D_TX_scRNA_barcodes.tsv.gz
File,,,GSE233879,,168977,05/31/2023 10:42:24,TSV,,,,,GSM7438436_Old_HSC_CD150L_14D_TX_scRNA_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438436_Old_HSC_CD150L_14D_TX_scRNA_features.tsv.gz
File,,,GSE233879,,42492175,05/31/2023 10:42:31,MTX,,,,,GSM7438436_Old_HSC_CD150L_14D_TX_scRNA_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438436_Old_HSC_CD150L_14D_TX_scRNA_matrix.mtx.gz
File,,,GSE233879,,48921,05/31/2023 10:42:20,TSV,,,,,GSM7438437_Old_HSC_CD150H_14D_TX_scRNA_barcodes.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438437_Old_HSC_CD150H_14D_TX_scRNA_barcodes.tsv.gz
File,,,GSE233879,,168977,05/31/2023 10:42:20,TSV,,,,,GSM7438437_Old_HSC_CD150H_14D_TX_scRNA_features.tsv.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438437_Old_HSC_CD150H_14D_TX_scRNA_features.tsv.gz
File,,,GSE233879,,54166350,05/31/2023 10:42:27,MTX,,,,,GSM7438437_Old_HSC_CD150H_14D_TX_scRNA_matrix.mtx.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438437_Old_HSC_CD150H_14D_TX_scRNA_matrix.mtx.gz
File,,,GSE233879,,12397048,06/01/2023 07:37:52,WIG,,,,,GSM7438438_Old_HSC_CD150L_RRBS_rep1.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438438_Old_HSC_CD150L_RRBS_rep1.wig.gz
File,,,GSE233879,,12166464,06/01/2023 07:37:57,WIG,,,,,GSM7438439_Old_HSC_CD150L_RRBS_rep2.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438439_Old_HSC_CD150L_RRBS_rep2.wig.gz
File,,,GSE233879,,12802399,06/01/2023 07:38:03,WIG,,,,,GSM7438440_Old_HSC_CD150H_RRBS_rep1.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438440_Old_HSC_CD150H_RRBS_rep1.wig.gz
File,,,GSE233879,,12808519,06/01/2023 07:38:09,WIG,,,,,GSM7438441_Old_HSC_CD150H_RRBS_rep2.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438441_Old_HSC_CD150H_RRBS_rep2.wig.gz
File,,,GSE233879,,12100002,06/01/2023 07:38:14,WIG,,,,,GSM7438442_Blood_CD150H_6M_TX_RRBS_rep1.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438442_Blood_CD150H_6M_TX_RRBS_rep1.wig.gz
File,,,GSE233879,,12006535,06/01/2023 07:38:19,WIG,,,,,GSM7438443_Blood_CD150H_6M_TX_RRBS_rep2.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438443_Blood_CD150H_6M_TX_RRBS_rep2.wig.gz
File,,,GSE233879,,10465956,06/01/2023 07:38:24,WIG,,,,,GSM7438444_Blood_CD150H_6M_TX_RRBS_rep3.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438444_Blood_CD150H_6M_TX_RRBS_rep3.wig.gz
File,,,GSE233879,,10051367,06/01/2023 07:38:28,WIG,,,,,GSM7438445_Blood_CD150H_6M_TX_RRBS_rep4.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438445_Blood_CD150H_6M_TX_RRBS_rep4.wig.gz
File,,,GSE233879,,12444682,06/01/2023 07:38:33,WIG,,,,,GSM7438446_Blood_CD150L_6M_TX_RRBS_rep1.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438446_Blood_CD150L_6M_TX_RRBS_rep1.wig.gz
File,,,GSE233879,,9929860,06/01/2023 07:38:38,WIG,,,,,GSM7438447_Blood_CD150L_6M_TX_RRBS_rep2.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438447_Blood_CD150L_6M_TX_RRBS_rep2.wig.gz
File,,,GSE233879,,8878311,06/01/2023 07:38:42,WIG,,,,,GSM7438448_Blood_CD150L_6M_TX_RRBS_rep3.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438448_Blood_CD150L_6M_TX_RRBS_rep3.wig.gz
File,,,GSE233879,,10199751,06/01/2023 07:38:47,WIG,,,,,GSM7438449_Blood_CD150L_6M_TX_RRBS_rep4.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438449_Blood_CD150L_6M_TX_RRBS_rep4.wig.gz
File,,,GSE233879,,13114921,06/01/2023 07:38:53,WIG,,,,,GSM7438450_Blood_Unsorted_6M_TX_RRBS_rep1.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438450_Blood_Unsorted_6M_TX_RRBS_rep1.wig.gz
File,,,GSE233879,,11735112,06/01/2023 07:38:59,WIG,,,,,GSM7438451_Blood_Unsorted_6M_TX_RRBS_rep2.wig.gz,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE233nnn/GSE233879/suppl/GSM7438451_Blood_Unsorted_6M_TX_RRBS_rep2.wig.gz
